show_id,date,venue,city,state,country,rating
august-26-1989-townshend-family-park-townshend-vt-usa,1989-08-26,Townshend Family Park,Townshend,VT,USA,4.409
march-01-1989-gallaghers-waitsfield-vt-usa,1989-03-01,Gallagher's,Waitsfield,VT,USA,4.385
october-26-1989-the-wetlands-preserve-new-york-ny-usa,1989-10-26,The Wetlands Preserve,New York,NY,USA,4.226
october-01-1989-the-front-burlington-vt-usa,1989-10-01,The Front,Burlington,VT,USA,4.192
april-07-1989-old-stone-church-newmarket-nh-usa,1989-04-07,Old Stone Church,Newmarket,NH,USA,4.182
january-26-1989-the-paradise-boston-ma-usa,1989-01-26,The Paradise,Boston,MA,USA,4.167
october-31-1989-goddard-college-plainfield-vt-usa,1989-10-31,Goddard College,Plainfield,VT,USA,4.138
april-27-1989-strafford-room-memorial-union-building-university-of-new-hampshire-durham-nh-usa,1989-04-27,"Strafford Room, Memorial Union Building, University of New Hampshire",Durham,NH,USA,4.12
may-26-1989-valley-club-cafe-rutland-vt-usa,1989-05-26,Valley Club Cafe,Rutland,VT,USA,4.111
april-20-1989-humphries-house-the-zoo-amherst-college-amherst-ma-usa,1989-04-20,"Humphries House (The Zoo), Amherst College",Amherst,MA,USA,4.087
june-30-1989-pearl-street-ballroom-northampton-ma-usa,1989-06-30,Pearl Street Ballroom,Northampton,MA,USA,4.042
march-05-1989-anastasios-house-unknown-nj-usa,1989-03-05,Anastasio's House,Unknown,NJ,USA,4.0
october-20-1989-the-front-burlington-vt-usa,1989-10-20,The Front,Burlington,VT,USA,4.0
february-17-1989-old-stone-church-newmarket-nh-usa,1989-02-17,Old Stone Church,Newmarket,NH,USA,4.0
april-14-1989-the-base-lodge-stearns-hall-johnson-state-college-johnson-vt-usa,1989-04-14,"The Base Lodge, Stearns Hall, Johnson State College",Johnson,VT,USA,3.957
october-12-1989-mabel-brown-room-keene-state-college-keene-nh-usa,1989-10-12,"Mabel Brown Room, Keene State College",Keene,NH,USA,3.926
