show_id,date,venue,city,state,country,rating
december-31-1995-madison-square-garden-new-york-ny-usa,1995-12-31,Madison Square Garden,New York,NY,USA,4.645
december-01-1995-hersheypark-arena-hershey-pa-usa,1995-12-01,Hersheypark Arena,Hershey,PA,USA,4.568
november-14-1995-university-of-central-florida-arena-orlando-fl-usa,1995-11-14,University of Central Florida Arena,Orlando,FL,USA,4.567
december-14-1995-broome-county-arena-binghamton-ny-usa,1995-12-14,Broome County Veterans Memorial Arena,Binghamton,NY,USA,4.566
june-26-1995-saratoga-performing-arts-center-saratoga-springs-ny-usa,1995-06-26,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,4.544
june-14-1995-mud-island-amphitheater-memphis-tn-usa,1995-06-14,Mud Island Amphitheater,Memphis,TN,USA,4.54
december-07-1995-niagara-falls-convention-center-niagara-falls-ny-usa,1995-12-07,Niagara Falls Convention Center,Niagara Falls,NY,USA,4.529
october-31-1995-rosemont-horizon-rosemont-il-usa,1995-10-31,Rosemont Horizon,Rosemont,IL,USA,4.528
october-21-1995-pershing-auditorium-lincoln-ne-usa,1995-10-21,Pershing Auditorium,Lincoln,NE,USA,4.516
december-09-1995-knickerbocker-arena-albany-ny-usa,1995-12-09,Knickerbocker Arena,Albany,NY,USA,4.498
june-20-1995-blossom-music-center-cuyahoga-falls-oh-usa,1995-06-20,Blossom Music Center,Cuyahoga Falls,OH,USA,4.497
june-22-1995-finger-lakes-performing-arts-center-canandaigua-ny-usa,1995-06-22,Finger Lakes Performing Arts Center,Canandaigua,NY,USA,4.488
december-29-1995-worcester-centrum-centre-worcester-ma-usa,1995-12-29,Worcester Centrum Centre,Worcester,MA,USA,4.48
june-15-1995-lakewood-amphitheatre-atlanta-ga-usa,1995-06-15,Lakewood Amphitheatre,Atlanta,GA,USA,4.477
november-30-1995-ervin-j-nutter-center-wright-state-university-dayton-oh-usa,1995-11-30,"Ervin J. Nutter Center, Wright State University",Dayton,OH,USA,4.452
december-05-1995-mullins-center-university-of-massachusetts-amherst-ma-usa,1995-12-05,"Mullins Center, University of Massachusetts",Amherst,MA,USA,4.449
december-02-1995-new-haven-veterans-memorial-coliseum-new-haven-ct-usa,1995-12-02,New Haven Veterans Memorial Coliseum,New Haven,CT,USA,4.448
october-24-1995-dane-county-coliseum-madison-wi-usa,1995-10-24,Dane County Coliseum,Madison,WI,USA,4.448
november-11-1995-the-fox-theatre-atlanta-ga-usa,1995-11-11,The Fox Theatre,Atlanta,GA,USA,4.436
december-11-1995-cumberland-county-civic-center-portland-me-usa,1995-12-11,Cumberland County Civic Center,Portland,ME,USA,4.42
october-22-1995-assembly-hall-university-of-illinois-champaign-il-usa,1995-10-22,"Assembly Hall, University of Illinois",Champaign,IL,USA,4.418
july-03-1995-summer-stage-at-sugarbush-north-fayston-vt-usa,1995-07-03,Summerstage at Sugarbush North,Fayston,VT,USA,4.412
december-08-1995-csu-convocation-center-cleveland-oh-usa,1995-12-08,CSU Convocation Center,Cleveland,OH,USA,4.398
june-19-1995-deer-creek-music-center-noblesville-in-usa,1995-06-19,Deer Creek Music Center,Noblesville,IN,USA,4.393
june-16-1995-walnut-creek-amphitheater-raleigh-nc-usa,1995-06-16,Walnut Creek Amphitheater,Raleigh,NC,USA,4.391
december-17-1995-olympic-center-lake-placid-ny-usa,1995-12-17,Olympic Center,Lake Placid,NY,USA,4.388
november-29-1995-municipal-auditorium-nashville-tn-usa,1995-11-29,Municipal Auditorium,Nashville,TN,USA,4.375
october-11-1995-compton-terrace-amphitheater-chandler-az-usa,1995-10-11,Compton Terrace Amphitheater,Chandler,AZ,USA,4.368
november-09-1995-the-fox-theatre-atlanta-ga-usa,1995-11-09,The Fox Theatre,Atlanta,GA,USA,4.357
october-25-1995-civic-center-arena-st-paul-mn-usa,1995-10-25,St. Paul Civic Center,St. Paul,MN,USA,4.352
november-18-1995-north-charleston-coliseum-north-charleston-sc-usa,1995-11-18,North Charleston Coliseum,North Charleston,SC,USA,4.347
june-10-1995-red-rocks-amphitheatre-morrison-co-usa,1995-06-10,Red Rocks Amphitheatre,Morrison,CO,USA,4.333
may-14-1995-fishs-house-burlington-vt-usa,1995-05-14,Fish's House,Burlington,VT,USA,4.333
november-10-1995-the-fox-theatre-atlanta-ga-usa,1995-11-10,The Fox Theatre,Atlanta,GA,USA,4.298
june-25-1995-the-mann-center-for-the-performing-arts-philadelphia-pa-usa,1995-06-25,The Mann Center for the Performing Arts,Philadelphia,PA,USA,4.279
june-17-1995-nissan-pavilion-at-stone-ridge-bristow-va-usa,1995-06-17,Nissan Pavilion at Stone Ridge,Bristow,VA,USA,4.279
july-01-1995-great-woods-center-for-the-performing-arts-mansfield-ma-usa,1995-07-01,Great Woods Center for the Performing Arts,Mansfield,MA,USA,4.268
december-30-1995-madison-square-garden-new-york-ny-usa,1995-12-30,Madison Square Garden,New York,NY,USA,4.257
may-16-1995-lowell-memorial-auditorium-lowell-ma-usa,1995-05-16,Lowell Memorial Auditorium,Lowell,MA,USA,4.25
december-28-1995-worcester-centrum-centre-worcester-ma-usa,1995-12-28,Worcester Centrum Centre,Worcester,MA,USA,4.244
december-12-1995-providence-civic-center-providence-ri-usa,1995-12-12,Providence Civic Center,Providence,RI,USA,4.226
december-15-1995-corestates-spectrum-philadelphia-pa-usa,1995-12-15,CoreStates Spectrum,Philadelphia,PA,USA,4.215
july-02-1995-summer-stage-at-sugarbush-north-fayston-vt-usa,1995-07-02,Summerstage at Sugarbush North,Fayston,VT,USA,4.215
november-21-1995-lawrence-joel-veterans-memorial-coliseum-winston-salem-nc-usa,1995-11-21,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,4.2
october-07-1995-spokane-opera-house-spokane-wa-usa,1995-10-07,Spokane Opera House,Spokane,WA,USA,4.162
november-25-1995-hampton-coliseum-hampton-va-usa,1995-11-25,Hampton Coliseum,Hampton,VA,USA,4.16
