show_id,date,venue,city,state,country,rating
may-24-1988-nectars-burlington-vt-usa,1988-05-24,Nectar's,Burlington,VT,USA,4.465
july-23-1988-petes-phabulous-phish-phest-underhill-vt-usa,1988-07-23,Pete's Phabulous Phish Phest,Underhill,VT,USA,4.429
july-30-1988-the-roma-telluride-co-usa,1988-07-30,The Roma,Telluride,CO,USA,4.324
september-24-1988-humphries-house-the-zoo-amherst-college-amherst-ma-usa,1988-09-24,"Humphries House (The Zoo), Amherst College",Amherst,MA,USA,4.292
october-29-1988-sculpture-room-goddard-college-plainfield-vt-usa,1988-10-29,"Sculpture Room, Goddard College",Plainfield,VT,USA,4.172
march-11-1988-the-base-lodge-stearns-hall-johnson-state-college-johnson-vt-usa,1988-03-11,"The Base Lodge, Stearns Hall, Johnson State College",Johnson,VT,USA,4.158
july-29-1988-the-roma-telluride-co-usa,1988-07-29,The Roma,Telluride,CO,USA,4.138
march-12-1988-nectars-burlington-vt-usa,1988-03-12,Nectar's,Burlington,VT,USA,4.091
august-04-1988-the-roma-telluride-co-usa,1988-08-04,The Roma,Telluride,CO,USA,4.091
august-05-1988-the-roma-telluride-co-usa,1988-08-05,The Roma,Telluride,CO,USA,4.056
august-03-1988-fly-me-to-the-moon-saloon-telluride-co-usa,1988-08-03,Fly Me to the Moon Saloon,Telluride,CO,USA,4.053
september-08-1988-the-front-burlington-vt-usa,1988-09-08,The Front,Burlington,VT,USA,4.05
july-25-1988-nectars-burlington-vt-usa,1988-07-25,Nectar's,Burlington,VT,USA,3.95
july-24-1988-nectars-burlington-vt-usa,1988-07-24,Nectar's,Burlington,VT,USA,3.938
june-20-1988-nectars-burlington-vt-usa,1988-06-20,Nectar's,Burlington,VT,USA,3.714
november-03-1988-mollys-cafe-boston-ma-usa,1988-11-03,Molly's Cafe,Boston,MA,USA,3.684
july-07-1988-the-front-burlington-vt-usa,1988-07-07,The Front,Burlington,VT,USA,3.625
february-07-1988-nectars-burlington-vt-usa,1988-02-07,Nectar's,Burlington,VT,USA,3.579
september-13-1988-sams-tavern-burlington-vt-usa,1988-09-13,Sam's Tavern,Burlington,VT,USA,3.471
august-27-1988-food-court-mont-alto-campus-penn-state-university-mont-alto-pa-usa,1988-08-27,"Food Court, Mont Alto Campus, Penn State University",Mont Alto,PA,USA,3.45
