show_id,date,venue,city,state,country,rating
may-01-2026-sphere-las-vegas-nv-usa,2026-05-01,Sphere,Las Vegas,NV,USA,4.532
april-18-2026-sphere-las-vegas-nv-usa,2026-04-18,Sphere,Las Vegas,NV,USA,4.356
april-25-2026-sphere-las-vegas-nv-usa,2026-04-25,Sphere,Las Vegas,NV,USA,4.296
january-31-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-31,Moon Palace,"Cancun, Quintana Roo",,Mexico,4.224
april-23-2026-sphere-las-vegas-nv-usa,2026-04-23,Sphere,Las Vegas,NV,USA,4.203
april-17-2026-sphere-las-vegas-nv-usa,2026-04-17,Sphere,Las Vegas,NV,USA,4.155
april-16-2026-sphere-las-vegas-nv-usa,2026-04-16,Sphere,Las Vegas,NV,USA,4.132
january-29-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-29,Moon Palace,"Cancun, Quintana Roo",,Mexico,4.093
april-24-2026-sphere-las-vegas-nv-usa,2026-04-24,Sphere,Las Vegas,NV,USA,3.946
january-30-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-30,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.732
april-30-2026-sphere-las-vegas-nv-usa,2026-04-30,Sphere,Las Vegas,NV,USA,3.564
january-27-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-27,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.312
january-28-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-28,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.046
