show_id,date,venue,city,state,country,rating
july-17-2026-coastal-credit-union-music-park-at-walnut-creek-raleigh-nc-usa,2026-07-17,Coastal Credit Union Music Park at Walnut Creek,Raleigh,NC,USA,4.601
july-11-2026-ruoff-music-center-noblesville-in-usa,2026-07-11,Ruoff Music Center,Noblesville,IN,USA,4.569
july-14-2026-enmarket-arena-savannah-ga-usa,2026-07-14,Enmarket Arena,Savannah,GA,USA,4.543
july-10-2026-ruoff-music-center-noblesville-in-usa,2026-07-10,Ruoff Music Center,Noblesville,IN,USA,4.481
may-01-2026-sphere-las-vegas-nv-usa,2026-05-01,Sphere,Las Vegas,NV,USA,4.467
july-19-2026-merriweather-post-pavilion-columbia-md-usa,2026-07-19,Merriweather Post Pavilion,Columbia,MD,USA,4.424
july-15-2026-enmarket-arena-savannah-ga-usa,2026-07-15,Enmarket Arena,Savannah,GA,USA,4.413
april-18-2026-sphere-las-vegas-nv-usa,2026-04-18,Sphere,Las Vegas,NV,USA,4.341
april-25-2026-sphere-las-vegas-nv-usa,2026-04-25,Sphere,Las Vegas,NV,USA,4.291
april-23-2026-sphere-las-vegas-nv-usa,2026-04-23,Sphere,Las Vegas,NV,USA,4.282
july-12-2026-ruoff-music-center-noblesville-in-usa,2026-07-12,Ruoff Music Center,Noblesville,IN,USA,4.278
july-07-2026-kohl-center-madison-wi-usa,2026-07-07,Kohl Center,Madison,WI,USA,4.265
january-31-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-31,Moon Palace,Cancun,Quintana Roo,Mexico,4.233
may-02-2026-sphere-las-vegas-nv-usa,2026-05-02,Sphere,Las Vegas,NV,USA,4.233
july-18-2026-merriweather-post-pavilion-columbia-md-usa,2026-07-18,Merriweather Post Pavilion,Columbia,MD,USA,4.223
april-16-2026-sphere-las-vegas-nv-usa,2026-04-16,Sphere,Las Vegas,NV,USA,4.115
april-17-2026-sphere-las-vegas-nv-usa,2026-04-17,Sphere,Las Vegas,NV,USA,4.107
january-29-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-29,Moon Palace,Cancun,Quintana Roo,Mexico,4.102
april-24-2026-sphere-las-vegas-nv-usa,2026-04-24,Sphere,Las Vegas,NV,USA,3.993
january-30-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-30,Moon Palace,Cancun,Quintana Roo,Mexico,3.728
july-08-2026-kohl-center-madison-wi-usa,2026-07-08,Kohl Center,Madison,WI,USA,3.699
april-30-2026-sphere-las-vegas-nv-usa,2026-04-30,Sphere,Las Vegas,NV,USA,3.618
january-27-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-27,Moon Palace,Cancun,Quintana Roo,Mexico,3.176
january-28-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-28,Moon Palace,Cancun,Quintana Roo,Mexico,3.037
