show_id,date,venue,city,state,country,rating
july-11-2026-ruoff-music-center-noblesville-in-usa,2026-07-11,Ruoff Music Center,Noblesville,IN,USA,4.59
july-14-2026-enmarket-arena-savannah-ga-usa,2026-07-14,Enmarket Arena,Savannah,GA,USA,4.542
may-01-2026-sphere-las-vegas-nv-usa,2026-05-01,Sphere,Las Vegas,NV,USA,4.467
july-10-2026-ruoff-music-center-noblesville-in-usa,2026-07-10,Ruoff Music Center,Noblesville,IN,USA,4.462
july-15-2026-enmarket-arena-savannah-ga-usa,2026-07-15,Enmarket Arena,Savannah,GA,USA,4.431
april-18-2026-sphere-las-vegas-nv-usa,2026-04-18,Sphere,Las Vegas,NV,USA,4.336
april-25-2026-sphere-las-vegas-nv-usa,2026-04-25,Sphere,Las Vegas,NV,USA,4.289
july-07-2026-kohl-center-madison-wi-usa,2026-07-07,Kohl Center,Madison,WI,USA,4.28
april-23-2026-sphere-las-vegas-nv-usa,2026-04-23,Sphere,Las Vegas,NV,USA,4.277
july-12-2026-ruoff-music-center-noblesville-in-usa,2026-07-12,Ruoff Music Center,Noblesville,IN,USA,4.275
may-02-2026-sphere-las-vegas-nv-usa,2026-05-02,Sphere,Las Vegas,NV,USA,4.236
january-31-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-31,Moon Palace,"Cancun, Quintana Roo",,Mexico,4.233
april-16-2026-sphere-las-vegas-nv-usa,2026-04-16,Sphere,Las Vegas,NV,USA,4.113
april-17-2026-sphere-las-vegas-nv-usa,2026-04-17,Sphere,Las Vegas,NV,USA,4.105
january-29-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-29,Moon Palace,"Cancun, Quintana Roo",,Mexico,4.102
april-24-2026-sphere-las-vegas-nv-usa,2026-04-24,Sphere,Las Vegas,NV,USA,3.993
july-08-2026-kohl-center-madison-wi-usa,2026-07-08,Kohl Center,Madison,WI,USA,3.738
january-30-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-30,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.728
april-30-2026-sphere-las-vegas-nv-usa,2026-04-30,Sphere,Las Vegas,NV,USA,3.617
january-27-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-27,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.176
january-28-2026-moon-palace-cancun-quintana-roo-mexico,2026-01-28,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.037
