show_id,date,venue,city,state,country,rating
august-07-2009-gorge-amphitheatre-george-wa-usa,2009-08-07,Gorge Amphitheatre,George,WA,USA,4.453
october-31-2009-empire-polo-club-indio-ca-usa,2009-10-31,Empire Polo Club,Indio,CA,USA,4.414
december-30-2009-american-airlines-arena-miami-fl-usa,2009-12-30,American Airlines Arena,Miami,FL,USA,4.4
november-01-2009-empire-polo-club-indio-ca-usa,2009-11-01,Empire Polo Club,Indio,CA,USA,4.314
june-07-2009-susquehanna-bank-center-camden-nj-usa,2009-06-07,Susquehanna Bank Center,Camden,NJ,USA,4.235
march-06-2009-hampton-coliseum-hampton-va-usa,2009-03-06,Hampton Coliseum,Hampton,VA,USA,4.229
december-05-2009-john-paul-jones-arena-charlottesville-va-usa,2009-12-05,John Paul Jones Arena,Charlottesville,VA,USA,4.101
june-21-2009-alpine-valley-music-theatre-east-troy-wi-usa,2009-06-21,Alpine Valley Music Theatre,East Troy,WI,USA,4.043
june-19-2009-verizon-wireless-music-center-noblesville-in-usa,2009-06-19,Verizon Wireless Music Center,Noblesville,IN,USA,4.028
december-31-2009-american-airlines-arena-miami-fl-usa,2009-12-31,American Airlines Arena,Miami,FL,USA,3.941
august-08-2009-gorge-amphitheatre-george-wa-usa,2009-08-08,Gorge Amphitheatre,George,WA,USA,3.922
december-29-2009-american-airlines-arena-miami-fl-usa,2009-12-29,American Airlines Arena,Miami,FL,USA,3.895
december-04-2009-madison-square-garden-new-york-ny-usa,2009-12-04,Madison Square Garden,New York,NY,USA,3.836
july-31-2009-red-rocks-amphitheatre-morrison-co-usa,2009-07-31,Red Rocks Amphitheatre,Morrison,CO,USA,3.828
november-24-2009-wachovia-center-philadelphia-pa-usa,2009-11-24,Wachovia Center,Philadelphia,PA,USA,3.781
august-01-2009-red-rocks-amphitheatre-morrison-co-usa,2009-08-01,Red Rocks Amphitheatre,Morrison,CO,USA,3.781
november-20-2009-us-bank-arena-cincinnati-oh-usa,2009-11-20,U.S. Bank Arena,Cincinnati,OH,USA,3.745
november-29-2009-cumberland-county-civic-center-portland-me-usa,2009-11-29,Cumberland County Civic Center,Portland,ME,USA,3.727
june-12-2009-bonnaroo-music-arts-festival-manchester-tn-usa,2009-06-12,Bonnaroo Music & Arts Festival,Manchester,TN,USA,3.724
november-21-2009-us-bank-arena-cincinnati-oh-usa,2009-11-21,U.S. Bank Arena,Cincinnati,OH,USA,3.701
august-16-2009-saratoga-performing-arts-center-saratoga-springs-ny-usa,2009-08-16,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,3.675
november-27-2009-times-union-center-albany-ny-usa,2009-11-27,Times Union Center,Albany,NY,USA,3.652
june-10-2009-thompson-boling-arena-knoxville-tn-usa,2009-06-10,Thompson-Boling Arena,Knoxville,TN,USA,3.639
october-29-2009-empire-polo-club-indio-ca-usa,2009-10-29,Empire Polo Club,Indio,CA,USA,3.583
march-08-2009-hampton-coliseum-hampton-va-usa,2009-03-08,Hampton Coliseum,Hampton,VA,USA,3.576
july-30-2009-red-rocks-amphitheatre-morrison-co-usa,2009-07-30,Red Rocks Amphitheatre,Morrison,CO,USA,3.573
august-02-2009-red-rocks-amphitheatre-morrison-co-usa,2009-08-02,Red Rocks Amphitheatre,Morrison,CO,USA,3.549
june-20-2009-alpine-valley-music-theatre-east-troy-wi-usa,2009-06-20,Alpine Valley Music Theatre,East Troy,WI,USA,3.545
december-02-2009-madison-square-garden-new-york-ny-usa,2009-12-02,Madison Square Garden,New York,NY,USA,3.486
november-18-2009-cobo-arena-detroit-mi-usa,2009-11-18,Cobo Arena,Detroit,MI,USA,3.479
march-07-2009-hampton-coliseum-hampton-va-usa,2009-03-07,Hampton Coliseum,Hampton,VA,USA,3.456
august-13-2009-darien-lake-performing-arts-center-darien-center-ny-usa,2009-08-13,Darien Lake Performing Arts Center,Darien Center,NY,USA,3.435
june-18-2009-post-gazette-pavilion-burgettstown-pa-usa,2009-06-18,Post-Gazette Pavilion,Burgettstown,PA,USA,3.422
december-03-2009-madison-square-garden-new-york-ny-usa,2009-12-03,Madison Square Garden,New York,NY,USA,3.379
october-30-2009-empire-polo-club-indio-ca-usa,2009-10-30,Empire Polo Club,Indio,CA,USA,3.366
december-28-2009-american-airlines-arena-miami-fl-usa,2009-12-28,American Airlines Arena,Miami,FL,USA,3.34
june-14-2009-bonnaroo-music-arts-festival-manchester-tn-usa,2009-06-14,Bonnaroo Music & Arts Festival,Manchester,TN,USA,3.323
june-09-2009-asheville-civic-center-asheville-nc-usa,2009-06-09,Asheville Civic Center,Asheville,NC,USA,3.319
june-05-2009-nikon-at-jones-beach-theater-wantagh-ny-usa,2009-06-05,Nikon at Jones Beach Theater,Wantagh,NY,USA,3.287
november-22-2009-war-memorial-at-oncenter-syracuse-ny-usa,2009-11-22,War Memorial at Oncenter,Syracuse,NY,USA,3.274
may-31-2009-fenway-park-boston-ma-usa,2009-05-31,Fenway Park,Boston,MA,USA,3.104
june-04-2009-nikon-at-jones-beach-theater-wantagh-ny-usa,2009-06-04,Nikon at Jones Beach Theater,Wantagh,NY,USA,3.035
august-05-2009-shoreline-amphitheatre-mountain-view-ca-usa,2009-08-05,Shoreline Amphitheatre,Mountain View,CA,USA,2.893
august-11-2009-toyota-park-bridgeview-il-usa,2009-08-11,Toyota Park,Bridgeview,IL,USA,2.878
june-02-2009-nikon-at-jones-beach-theater-wantagh-ny-usa,2009-06-02,Nikon at Jones Beach Theater,Wantagh,NY,USA,2.868
november-25-2009-wachovia-center-philadelphia-pa-usa,2009-11-25,Wachovia Center,Philadelphia,PA,USA,2.791
june-11-2009-bonnaroo-music-arts-festival-manchester-tn-usa,2009-06-11,Bonnaroo Music & Arts Festival,Manchester,TN,USA,2.727
june-16-2009-the-fox-theatre-st-louis-mo-usa,2009-06-16,The Fox Theatre,St. Louis,MO,USA,2.611
august-15-2009-merriweather-post-pavilion-columbia-md-usa,2009-08-15,Merriweather Post Pavilion,Columbia,MD,USA,2.585
june-06-2009-comcast-center-mansfield-ma-usa,2009-06-06,Comcast Center,Mansfield,MA,USA,2.563
