show_id,date,venue,city,state,country,rating
october-13-1991-north-shore-surf-club-olympia-wa-usa,1991-10-13,North Shore Surf Club,Olympia,WA,USA,4.51
december-31-1991-worcester-memorial-auditorium-worcester-ma-usa,1991-12-31,Worcester Memorial Auditorium,Worcester,MA,USA,4.496
august-03-1991-larrabee-farm-aka-amys-farm-auburn-me-usa,1991-08-03,"Larrabee Farm, a.k.a. Amy’s Farm",Auburn,ME,USA,4.459
july-12-1991-the-colonial-theatre-keene-nh-usa,1991-07-12,The Colonial Theatre,Keene,NH,USA,4.453
november-07-1991-tipitinas-new-orleans-la-usa,1991-11-07,Tipitina's,New Orleans,LA,USA,4.45
july-21-1991-arrowhead-ranch-parksville-ny-usa,1991-07-21,Arrowhead Ranch,Parksville,NY,USA,4.418
july-14-1991-townshend-family-park-townshend-vt-usa,1991-07-14,Townshend Family Park,Townshend,VT,USA,4.413
november-21-1991-somerville-theatre-somerville-ma-usa,1991-11-21,Somerville Theatre,Somerville,MA,USA,4.407
november-30-1991-the-capitol-theatre-port-chester-ny-usa,1991-11-30,The Capitol Theatre,Port Chester,NY,USA,4.4
july-19-1991-somerville-theatre-somerville-ma-usa,1991-07-19,Somerville Theatre,Somerville,MA,USA,4.398
november-24-1991-webster-hall-dartmouth-college-hanover-nh-usa,1991-11-24,"Webster Hall, Dartmouth College",Hanover,NH,USA,4.387
november-08-1991-ivory-tusk-tuscaloosa-al-usa,1991-11-08,Ivory Tusk,Tuscaloosa,AL,USA,4.382
october-24-1991-crystal-ballroom-hotel-st-michael-prescott-az-usa,1991-10-24,"Crystal Ballroom, Hotel St. Michael",Prescott,AZ,USA,4.367
july-11-1991-battery-park-burlington-vt-usa,1991-07-11,Battery Park,Burlington,VT,USA,4.351
november-15-1991-trax-charlottesville-va-usa,1991-11-15,Trax,Charlottesville,VA,USA,4.346
october-31-1991-armstrong-hall-colorado-college-colorado-springs-co-usa,1991-10-31,"Armstrong Hall, Colorado College",Colorado Springs,CO,USA,4.345
july-24-1991-trax-charlottesville-va-usa,1991-07-24,Trax,Charlottesville,VA,USA,4.344
july-26-1991-the-georgia-theatre-athens-ga-usa,1991-07-26,The Georgia Theatre,Athens,GA,USA,4.344
november-14-1991-cats-cradle-chapel-hill-nc-usa,1991-11-14,Cat's Cradle,Chapel Hill,NC,USA,4.344
july-20-1991-arrowhead-ranch-parksville-ny-usa,1991-07-20,Arrowhead Ranch,Parksville,NY,USA,4.338
may-17-1991-campus-club-providence-ri-usa,1991-05-17,Campus Club,Providence,RI,USA,4.32
october-28-1991-elk-ballroom-telluride-co-usa,1991-10-28,Elk Ballroom,Telluride,CO,USA,4.292
september-25-1991-the-colonial-theatre-keene-nh-usa,1991-09-25,The Colonial Theatre,Keene,NH,USA,4.261
march-31-1991-berkeley-square-berkeley-ca-usa,1991-03-31,Berkeley Square,Berkeley,CA,USA,4.207
february-27-1991-arnolds-flamingo-grill-knoxville-tn-usa,1991-02-27,Arnold’s Flamingo Grill,Knoxville,TN,USA,4.167
april-12-1991-barrymore-theatre-madison-wi-usa,1991-04-12,Barrymore Theatre,Madison,WI,USA,4.16
april-06-1991-campus-recreation-center-evergreen-college-olympia-wa-usa,1991-04-06,"The Library Building, Evergreen College",Olympia,WA,USA,4.143
july-23-1991-the-bayou-washington-dc-usa,1991-07-23,The Bayou,Washington,DC,USA,4.143
march-08-1991-college-station-theater-tuscaloosa-al-usa,1991-03-08,College Station Theater,Tuscaloosa,AL,USA,4.12
march-16-1991-ten-mile-room-breckenridge-co-usa,1991-03-16,Ten Mile Room,Breckenridge,CO,USA,4.1
february-08-1991-the-music-hall-portsmouth-nh-usa,1991-02-08,The Music Hall,Portsmouth,NH,USA,4.065
march-17-1991-wheeler-opera-house-aspen-co-usa,1991-03-17,Wheeler Opera House,Aspen,CO,USA,4.064
july-25-1991-cats-cradle-chapel-hill-nc-usa,1991-07-25,Cat's Cradle,Chapel Hill,NC,USA,4.033
july-13-1991-berkshire-performing-arts-center-lenox-ma-usa,1991-07-13,Berkshire Performing Arts Center,Lenox,MA,USA,4.0
november-09-1991-variety-playhouse-atlanta-ga-usa,1991-11-09,Variety Playhouse,Atlanta,GA,USA,3.96
may-12-1991-the-front-burlington-vt-usa,1991-05-12,The Front,Burlington,VT,USA,3.941
may-03-1991-somerville-theatre-somerville-ma-usa,1991-05-03,Somerville Theatre,Somerville,MA,USA,3.926
october-10-1991-emu-ballroom-university-of-oregon-eugene-or-usa,1991-10-10,"EMU Ballroom, University of Oregon",Eugene,OR,USA,3.92
may-02-1991-the-chance-poughkeepsie-ny-usa,1991-05-02,The Chance,Poughkeepsie,NY,USA,3.909
november-13-1991-love-auditorium-davidson-college-davidson-nc-usa,1991-11-13,"Love Auditorium, Davidson College",Davidson,NC,USA,3.9
november-01-1991-gothic-theatre-englewood-co-usa,1991-11-01,Gothic Theatre,Englewood,CO,USA,3.893
november-16-1991-the-bayou-washington-dc-usa,1991-11-16,The Bayou,Washington,DC,USA,3.852
february-23-1991-13x13-club-charlotte-nc-usa,1991-02-23,The Attic,Greenville,NC,USA,3.833
march-07-1991-the-gin-oxford-ms-usa,1991-03-07,The Gin,Oxford,MS,USA,3.8
april-27-1991-the-capitol-theatre-port-chester-ny-usa,1991-04-27,The Capitol Theatre,Port Chester,NY,USA,3.8
november-02-1991-lory-student-center-theatre-colorado-state-university-fort-collins-co-usa,1991-11-02,"Lory Student Center Theatre, Colorado State University",Fort Collins,CO,USA,3.789
december-07-1991-the-music-hall-portsmouth-nh-usa,1991-12-07,The Music Hall,Portsmouth,NH,USA,3.786
july-27-1991-variety-playhouse-atlanta-ga-usa,1991-07-27,Variety Playhouse,Atlanta,GA,USA,3.773
october-27-1991-elk-ballroom-telluride-co-usa,1991-10-27,Elk Ballroom,Telluride,CO,USA,3.773
november-23-1991-alumni-hall-barre-vt-usa,1991-11-23,Alumni Hall,Barre,VT,USA,3.765
march-13-1991-boulder-theater-boulder-co-usa,1991-03-13,Boulder Theater,Boulder,CO,USA,3.75
november-12-1991-the-georgia-theatre-athens-ga-usa,1991-11-12,The Georgia Theatre,Athens,GA,USA,3.737
february-03-1991-the-front-burlington-vt-usa,1991-02-03,The Front,Burlington,VT,USA,3.722
may-19-1991-salisbury-school-salisbury-ct-usa,1991-05-19,Salisbury School,Salisbury,CT,USA,3.722
september-28-1991-the-rink-buffalo-ny-usa,1991-09-28,The Rink,Buffalo,NY,USA,3.7
may-10-1991-page-commons-room-student-center-colby-college-waterville-me-usa,1991-05-10,"Page Commons Room, Student Center, Colby College",Waterville,ME,USA,3.682
february-14-1991-state-theatre-ithaca-ny-usa,1991-02-14,State Theatre Of Ithaca,Ithaca,NY,USA,3.667
september-26-1991-state-theatre-ithaca-ny-usa,1991-09-26,State Theatre Of Ithaca,Ithaca,NY,USA,3.667
october-06-1991-cochran-lounge-student-union-macalester-college-st-paul-mn-usa,1991-10-06,"Cochran Lounge, Student Union, Macalester College",St. Paul,MN,USA,3.667
october-18-1991-great-american-music-hall-san-francisco-ca-usa,1991-10-18,Great American Music Hall,San Francisco,CA,USA,3.667
september-27-1991-the-warehouse-rochester-ny-usa,1991-09-27,The Warehouse,Rochester,NY,USA,3.65
november-19-1991-the-sting-new-britain-ct-usa,1991-11-19,The Sting,New Britain,CT,USA,3.643
october-15-1991-international-beer-garden-arcata-ca-usa,1991-10-15,International Beer Garden,Arcata,CA,USA,3.632
march-09-1991-tipitinas-new-orleans-la-usa,1991-03-09,Tipitina's,New Orleans,LA,USA,3.619
april-11-1991-the-cave-carleton-college-northfield-mn-usa,1991-04-11,"The Cave, Carleton College",Northfield,MN,USA,3.619
march-23-1991-the-inferno-steamboat-springs-co-usa,1991-03-23,The Inferno,Steamboat Springs,CO,USA,3.615
october-04-1991-barrymore-theatre-madison-wi-usa,1991-10-04,Barrymore Theatre,Madison,WI,USA,3.6
april-03-1991-britt-ballroom-southern-oregon-state-college-ashland-or-usa,1991-04-03,"Britt Ballroom, Southern Oregon State College",Ashland,OR,USA,3.591
april-04-1991-wow-hall-eugene-or-usa,1991-04-04,WOW Hall,Eugene,OR,USA,3.588
april-18-1991-dionysus-club-the-sco-oberlin-college-oberlin-oh-usa,1991-04-18,"Dionysus Club, The 'Sco, Oberlin College",Oberlin,OH,USA,3.583
october-12-1991-roseland-theater-portland-or-usa,1991-10-12,Roseland Theater,Portland,OR,USA,3.571
november-20-1991-campus-club-providence-ri-usa,1991-11-20,Campus Club,Providence,RI,USA,3.571
may-09-1991-portland-performing-arts-center-portland-me-usa,1991-05-09,Portland Performing Arts Center,Portland,ME,USA,3.562
april-21-1991-suny-potsdam-potsdam-ny-usa,1991-04-21,SUNY Potsdam,Potsdam,NY,USA,3.538
july-15-1991-the-academy-new-york-ny-usa,1991-07-15,The Academy,New York,NY,USA,3.533
october-11-1991-backstage-seattle-wa-usa,1991-10-11,Backstage,Seattle,WA,USA,3.529
february-19-1991-the-bayou-washington-dc-usa,1991-02-19,The Bayou,Washington,DC,USA,3.526
february-15-1991-the-colonial-theatre-keene-nh-usa,1991-02-15,The Colonial Theatre,Keene,NH,USA,3.522
april-05-1991-starry-night-portland-or-usa,1991-04-05,Starry Night,Portland,OR,USA,3.522
march-02-1991-the-cotton-club-atlanta-ga-usa,1991-03-02,The Cotton Club,Atlanta,GA,USA,3.5
july-18-1991-hampton-casino-ballroom-hampton-beach-nh-usa,1991-07-18,Hampton Casino Ballroom,Hampton Beach,NH,USA,3.5
march-15-1991-gothic-theatre-englewood-co-usa,1991-03-15,Gothic Theatre,Englewood,CO,USA,3.48
september-30-1991-the-dugout-lounge-ohio-university-athens-oh-usa,1991-09-30,"The Dugout Lounge, Ohio University",Athens,OH,USA,3.476
april-02-1991-international-beer-garden-arcata-ca-usa,1991-04-02,International Beer Garden,Arcata,CA,USA,3.471
february-28-1991-sarratt-student-center-vanderbilt-university-nashville-tn-usa,1991-02-28,"Sarratt Student Center, Vanderbilt University",Nashville,TN,USA,3.438
april-20-1991-douglass-dining-center-university-of-rochester-rochester-ny-usa,1991-04-20,"Douglass Dining Center, University of Rochester",Rochester,NY,USA,3.438
may-04-1991-somerville-theatre-somerville-ma-usa,1991-05-04,Somerville Theatre,Somerville,MA,USA,3.417
february-01-1991-alumni-hall-brown-university-providence-ri-usa,1991-02-01,"Alumnae Hall, Brown University",Providence,RI,USA,3.412
april-16-1991-ricks-caf-ann-arbor-mi-usa,1991-04-16,Rick's Café,Ann Arbor,MI,USA,3.4
october-19-1991-the-catalyst-santa-cruz-ca-usa,1991-10-19,The Catalyst,Santa Cruz,CA,USA,3.389
december-05-1991-greenfield-armory-castle-greenfield-ma-usa,1991-12-05,Greenfield Armory Castle,Greenfield,MA,USA,3.389
february-09-1991-john-m-greene-hall-smith-college-northampton-ma-usa,1991-02-09,"John M. Greene Hall, Smith College",Northampton,MA,USA,3.381
february-26-1991-the-barrel-house-salem-va-usa,1991-02-26,The Barrel House,Salem,VA,USA,3.375
april-26-1991-hartman-union-activities-center-plymouth-state-university-plymouth-nh-usa,1991-04-26,"Hartman Union Activities Center, Plymouth State University",Plymouth,NH,USA,3.375
september-29-1991-the-agora-ballroom-cleveland-oh-usa,1991-09-29,The Agora Ballroom,Cleveland,OH,USA,3.364
may-16-1991-the-sting-new-britain-ct-usa,1991-05-16,The Sting,New Britain,CT,USA,3.333
november-22-1991-sullivan-gymnasium-university-of-southern-maine-portland-me-usa,1991-11-22,"Sullivan Gymnasium, University of Southern Maine",Portland,ME,USA,3.333
february-02-1991-alumni-gymnasium-bates-college-lewiston-me-usa,1991-02-02,"Alumni Gymnasium, Bates College",Lewiston,ME,USA,3.318
february-07-1991-pickle-barrel-pub-killington-vt-usa,1991-02-07,Pickle Barrel Pub,Killington,VT,USA,3.263
october-17-1991-great-american-music-hall-san-francisco-ca-usa,1991-10-17,Great American Music Hall,San Francisco,CA,USA,3.235
march-22-1991-the-inferno-steamboat-springs-co-usa,1991-03-22,The Inferno,Steamboat Springs,CO,USA,3.231
april-25-1991-field-house-university-of-new-hampshire-durham-nh-usa,1991-04-25,"Field House, University of New Hampshire",Durham,NH,USA,3.231
