show_id,date,venue,city,state,country,rating
july-14-2019-alpine-valley-music-theatre-east-troy-wi-usa,2019-07-14,Alpine Valley Music Theatre,East Troy,WI,USA,4.624
december-30-2019-madison-square-garden-new-york-ny-usa,2019-12-30,Madison Square Garden,New York,NY,USA,4.602
june-30-2019-bbt-pavilion-camden-nj-usa,2019-06-30,BB&T Pavilion,Camden,NJ,USA,4.559
june-21-2019-pnc-music-pavilion-charlotte-nc-usa,2019-06-21,PNC Music Pavilion,Charlotte,NC,USA,4.391
november-30-2019-dunkin-donuts-center-providence-ri-usa,2019-11-30,Dunkin' Donuts Center,Providence,RI,USA,4.302
december-29-2019-madison-square-garden-new-york-ny-usa,2019-12-29,Madison Square Garden,New York,NY,USA,4.3
december-07-2019-north-charleston-coliseum-north-charleston-sc-usa,2019-12-07,North Charleston Coliseum,North Charleston,SC,USA,4.258
december-31-2019-madison-square-garden-new-york-ny-usa,2019-12-31,Madison Square Garden,New York,NY,USA,4.247
december-06-2019-north-charleston-coliseum-north-charleston-sc-usa,2019-12-06,North Charleston Coliseum,North Charleston,SC,USA,4.22
december-28-2019-madison-square-garden-new-york-ny-usa,2019-12-28,Madison Square Garden,New York,NY,USA,4.156
july-02-2019-saratoga-performing-arts-center-saratoga-springs-ny-usa,2019-07-02,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,4.154
august-31-2019-dicks-sporting-goods-park-commerce-city-co-usa,2019-08-31,Dick's Sporting Goods Park,Commerce City,CO,USA,4.114
june-23-2019-merriweather-post-pavilion-columbia-md-usa,2019-06-23,Merriweather Post Pavilion,Columbia,MD,USA,4.11
february-23-2019-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2019-02-23,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,4.098
february-22-2019-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2019-02-22,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,4.088
june-16-2019-bonnaroo-music-arts-festival-manchester-tn-usa,2019-06-16,Bonnaroo Music & Arts Festival,Manchester,TN,USA,4.068
december-01-2019-nassau-veterans-memorial-coliseum-uniondale-ny-usa,2019-12-01,Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,4.067
september-01-2019-dicks-sporting-goods-park-commerce-city-co-usa,2019-09-01,Dick's Sporting Goods Park,Commerce City,CO,USA,4.058
june-19-2019-blossom-music-center-cuyahoga-falls-oh-usa,2019-06-19,Blossom Music Center,Cuyahoga Falls,OH,USA,4.053
july-09-2019-mohegan-sun-arena-uncasville-ct-usa,2019-07-09,Mohegan Sun Arena,Uncasville,CT,USA,4.038
june-28-2019-bbt-pavilion-camden-nj-usa,2019-06-28,BB&T Pavilion,Camden,NJ,USA,3.978
february-21-2019-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2019-02-21,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.857
june-25-2019-darlings-waterfront-pavilion-bangor-me-usa,2019-06-25,Darling's Waterfront Pavilion,Bangor,ME,USA,3.854
december-04-2019-petersen-events-center-pittsburgh-pa-usa,2019-12-04,Petersen Events Center,Pittsburgh,PA,USA,3.847
july-03-2019-saratoga-performing-arts-center-saratoga-springs-ny-usa,2019-07-03,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,3.846
june-12-2019-chaifetz-arena-saint-louis-university-st-louis-mo-usa,2019-06-12,"Chaifetz Arena, Saint Louis University",St. Louis,MO,USA,3.787
july-13-2019-alpine-valley-music-theatre-east-troy-wi-usa,2019-07-13,Alpine Valley Music Theatre,East Troy,WI,USA,3.78
june-29-2019-bbt-pavilion-camden-nj-usa,2019-06-29,BB&T Pavilion,Camden,NJ,USA,3.749
august-30-2019-dicks-sporting-goods-park-commerce-city-co-usa,2019-08-30,Dick's Sporting Goods Park,Commerce City,CO,USA,3.728
july-12-2019-alpine-valley-music-theatre-east-troy-wi-usa,2019-07-12,Alpine Valley Music Theatre,East Troy,WI,USA,3.706
june-14-2019-bonnaroo-music-arts-festival-manchester-tn-usa,2019-06-14,Bonnaroo Music & Arts Festival,Manchester,TN,USA,3.572
july-10-2019-mohegan-sun-arena-uncasville-ct-usa,2019-07-10,Mohegan Sun Arena,Uncasville,CT,USA,3.557
june-22-2019-merriweather-post-pavilion-columbia-md-usa,2019-06-22,Merriweather Post Pavilion,Columbia,MD,USA,3.518
november-29-2019-dunkin-donuts-center-providence-ri-usa,2019-11-29,Dunkin' Donuts Center,Providence,RI,USA,3.462
july-06-2019-fenway-park-boston-ma-usa,2019-07-06,Fenway Park,Boston,MA,USA,3.446
february-20-2019-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2019-02-20,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.419
july-05-2019-fenway-park-boston-ma-usa,2019-07-05,Fenway Park,Boston,MA,USA,3.382
june-11-2019-chaifetz-arena-saint-louis-university-st-louis-mo-usa,2019-06-11,"Chaifetz Arena, Saint Louis University",St. Louis,MO,USA,3.349
december-03-2019-met-philadelphia-philadelphia-pa-usa,2019-12-03,Met Philadelphia,Philadelphia,PA,USA,3.273
june-26-2019-darlings-waterfront-pavilion-bangor-me-usa,2019-06-26,Darling's Waterfront Pavilion,Bangor,ME,USA,3.16
december-08-2019-north-charleston-coliseum-north-charleston-sc-usa,2019-12-08,North Charleston Coliseum,North Charleston,SC,USA,3.019
june-18-2019-budweiser-stage-toronto-ontario-canada,2019-06-18,Budweiser Stage,"Toronto, Ontario",,Canada,2.836
