show_id,date,venue,city,state,country,rating
july-15-2017-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2017-07-15,Huntington Bank Pavilion at Northerly Island,Chicago,IL,USA,4.438
august-02-2017-madison-square-garden-new-york-ny-usa,2017-08-02,Madison Square Garden,New York,NY,USA,4.39
august-05-2017-madison-square-garden-new-york-ny-usa,2017-08-05,Madison Square Garden,New York,NY,USA,4.345
january-15-2017-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2017-01-15,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,4.309
december-31-2017-madison-square-garden-new-york-ny-usa,2017-12-31,Madison Square Garden,New York,NY,USA,4.293
august-01-2017-madison-square-garden-new-york-ny-usa,2017-08-01,Madison Square Garden,New York,NY,USA,4.262
july-22-2017-madison-square-garden-new-york-ny-usa,2017-07-22,Madison Square Garden,New York,NY,USA,4.25
july-23-2017-madison-square-garden-new-york-ny-usa,2017-07-23,Madison Square Garden,New York,NY,USA,4.235
july-29-2017-madison-square-garden-new-york-ny-usa,2017-07-29,Madison Square Garden,New York,NY,USA,4.176
july-18-2017-ervin-j-nutter-center-wright-state-university-dayton-oh-usa,2017-07-18,"Ervin J. Nutter Center, Wright State University",Dayton,OH,USA,4.159
december-28-2017-madison-square-garden-new-york-ny-usa,2017-12-28,Madison Square Garden,New York,NY,USA,4.076
july-19-2017-petersen-events-center-pittsburgh-pa-usa,2017-07-19,Petersen Events Center,Pittsburgh,PA,USA,4.048
july-16-2017-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2017-07-16,Huntington Bank Pavilion at Northerly Island,Chicago,IL,USA,4.015
july-21-2017-madison-square-garden-new-york-ny-usa,2017-07-21,Madison Square Garden,New York,NY,USA,3.985
september-03-2017-dicks-sporting-goods-park-commerce-city-co-usa,2017-09-03,Dick's Sporting Goods Park,Commerce City,CO,USA,3.824
september-02-2017-dicks-sporting-goods-park-commerce-city-co-usa,2017-09-02,Dick's Sporting Goods Park,Commerce City,CO,USA,3.805
january-13-2017-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2017-01-13,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.759
december-29-2017-madison-square-garden-new-york-ny-usa,2017-12-29,Madison Square Garden,New York,NY,USA,3.726
january-14-2017-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2017-01-14,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.675
july-14-2017-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2017-07-14,Huntington Bank Pavilion at Northerly Island,Chicago,IL,USA,3.502
january-12-2017-barcel-maya-beach-riviera-maya-quintana-roo-mexico-2,2017-01-12,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.258
