show_id,date,venue,city,state,country,rating
july-25-2017-madison-square-garden-new-york-ny-usa,2017-07-25,Madison Square Garden,New York,NY,USA,4.625
august-06-2017-madison-square-garden-new-york-ny-usa,2017-08-06,Madison Square Garden,New York,NY,USA,4.612
july-30-2017-madison-square-garden-new-york-ny-usa,2017-07-30,Madison Square Garden,New York,NY,USA,4.584
december-30-2017-madison-square-garden-new-york-ny-usa,2017-12-30,Madison Square Garden,New York,NY,USA,4.58
september-01-2017-dicks-sporting-goods-park-commerce-city-co-usa,2017-09-01,Dick's Sporting Goods Park,Commerce City,CO,USA,4.574
july-26-2017-madison-square-garden-new-york-ny-usa,2017-07-26,Madison Square Garden,New York,NY,USA,4.552
july-28-2017-madison-square-garden-new-york-ny-usa,2017-07-28,Madison Square Garden,New York,NY,USA,4.534
august-04-2017-madison-square-garden-new-york-ny-usa,2017-08-04,Madison Square Garden,New York,NY,USA,4.503
july-15-2017-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2017-07-15,Huntington Bank Pavilion at Northerly Island,Chicago,IL,USA,4.437
august-02-2017-madison-square-garden-new-york-ny-usa,2017-08-02,Madison Square Garden,New York,NY,USA,4.39
august-05-2017-madison-square-garden-new-york-ny-usa,2017-08-05,Madison Square Garden,New York,NY,USA,4.348
january-15-2017-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2017-01-15,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,4.308
december-31-2017-madison-square-garden-new-york-ny-usa,2017-12-31,Madison Square Garden,New York,NY,USA,4.295
august-01-2017-madison-square-garden-new-york-ny-usa,2017-08-01,Madison Square Garden,New York,NY,USA,4.263
july-22-2017-madison-square-garden-new-york-ny-usa,2017-07-22,Madison Square Garden,New York,NY,USA,4.249
july-23-2017-madison-square-garden-new-york-ny-usa,2017-07-23,Madison Square Garden,New York,NY,USA,4.237
july-29-2017-madison-square-garden-new-york-ny-usa,2017-07-29,Madison Square Garden,New York,NY,USA,4.177
july-18-2017-ervin-j-nutter-center-wright-state-university-dayton-oh-usa,2017-07-18,"Ervin J. Nutter Center, Wright State University",Dayton,OH,USA,4.159
december-28-2017-madison-square-garden-new-york-ny-usa,2017-12-28,Madison Square Garden,New York,NY,USA,4.077
july-19-2017-petersen-events-center-pittsburgh-pa-usa,2017-07-19,Petersen Events Center,Pittsburgh,PA,USA,4.048
july-16-2017-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2017-07-16,Huntington Bank Pavilion at Northerly Island,Chicago,IL,USA,4.017
july-21-2017-madison-square-garden-new-york-ny-usa,2017-07-21,Madison Square Garden,New York,NY,USA,3.984
september-03-2017-dicks-sporting-goods-park-commerce-city-co-usa,2017-09-03,Dick's Sporting Goods Park,Commerce City,CO,USA,3.824
september-02-2017-dicks-sporting-goods-park-commerce-city-co-usa,2017-09-02,Dick's Sporting Goods Park,Commerce City,CO,USA,3.805
january-13-2017-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2017-01-13,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.76
december-29-2017-madison-square-garden-new-york-ny-usa,2017-12-29,Madison Square Garden,New York,NY,USA,3.727
january-14-2017-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2017-01-14,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.672
july-14-2017-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2017-07-14,Huntington Bank Pavilion at Northerly Island,Chicago,IL,USA,3.501
january-12-2017-barcel-maya-beach-riviera-maya-quintana-roo-mexico-2,2017-01-12,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.258
