show_id,date,venue,city,state,country,rating
october-31-1996-the-omni-atlanta-ga-usa,1996-10-31,The Omni,Atlanta,GA,USA,4.644
august-17-1996-plattsburgh-air-force-base-plattsburgh-ny-usa,1996-08-17,Plattsburgh Air Force Base,Plattsburgh,NY,USA,4.627
december-06-1996-the-aladdin-theatre-las-vegas-nv-usa,1996-12-06,The Aladdin Theatre,Las Vegas,NV,USA,4.621
august-13-1996-deer-creek-music-center-noblesville-in-usa,1996-08-13,Deer Creek Music Center,Noblesville,IN,USA,4.591
august-16-1996-plattsburgh-air-force-base-plattsburgh-ny-usa,1996-08-16,Plattsburgh Air Force Base,Plattsburgh,NY,USA,4.572
november-02-1996-coral-sky-amphitheater-west-palm-beach-fl-usa,1996-11-02,Coral Sky Amphitheater,West Palm Beach,FL,USA,4.557
december-29-1996-corestates-spectrum-philadelphia-pa-usa,1996-12-29,CoreStates Spectrum,Philadelphia,PA,USA,4.524
november-27-1996-key-arena-seattle-wa-usa,1996-11-27,Key Arena,Seattle,WA,USA,4.475
november-16-1996-civic-auditorium-omaha-ne-usa,1996-11-16,Civic Auditorium,Omaha,NE,USA,4.449
november-07-1996-rupp-arena-lexington-ky-usa,1996-11-07,Rupp Arena,Lexington,KY,USA,4.449
november-19-1996-municipal-auditorium-kansas-city-mo-usa,1996-11-19,Municipal Auditorium,Kansas City,MO,USA,4.378
august-15-1996-plattsburgh-air-force-base-plattsburgh-ny-usa,1996-08-15,Plattsburgh Air Force Base,Plattsburgh,NY,USA,4.377
november-15-1996-kiel-center-st-louis-mo-usa,1996-11-15,Kiel Center,St. Louis,MO,USA,4.355
november-30-1996-arco-arena-sacramento-ca-usa,1996-11-30,ARCO Arena,Sacramento,CA,USA,4.321
august-14-1996-hersheypark-stadium-hershey-pa-usa,1996-08-14,Hersheypark Stadium,Hershey,PA,USA,4.305
november-18-1996-mid-south-coliseum-memphis-tn-usa,1996-11-18,Mid-South Coliseum,Memphis,TN,USA,4.273
august-10-1996-alpine-valley-music-theatre-east-troy-wi-usa,1996-08-10,Alpine Valley Music Theatre,East Troy,WI,USA,4.267
october-23-1996-hartford-civic-center-hartford-ct-usa,1996-10-23,Hartford Civic Center,Hartford,CT,USA,4.261
august-06-1996-red-rocks-amphitheatre-morrison-co-usa,1996-08-06,Red Rocks Amphitheatre,Morrison,CO,USA,4.247
october-22-1996-madison-square-garden-new-york-ny-usa,1996-10-22,Madison Square Garden,New York,NY,USA,4.214
december-03-1996-great-western-forum-inglewood-ca-usa,1996-12-03,Great Western Forum,Inglewood,CA,USA,4.143
october-29-1996-leon-county-civic-center-tallahassee-fl-usa,1996-10-29,Leon County Civic Center,Tallahassee,FL,USA,4.13
november-24-1996-memorial-coliseum-portland-or-usa,1996-11-24,Memorial Coliseum,Portland,OR,USA,4.088
december-31-1996-fleetcenter-boston-ma-usa,1996-12-31,FleetCenter,Boston,MA,USA,4.058
august-05-1996-red-rocks-amphitheatre-morrison-co-usa,1996-08-05,Red Rocks Amphitheatre,Morrison,CO,USA,4.043
november-08-1996-assembly-hall-university-of-illinois-champaign-il-usa,1996-11-08,"Assembly Hall, University of Illinois",Champaign,IL,USA,4.021
november-23-1996-pacific-coliseum-vancouver-british-columbia-canada,1996-11-23,Pacific Coliseum,"Vancouver, British Columbia",,Canada,4.015
august-07-1996-red-rocks-amphitheatre-morrison-co-usa,1996-08-07,Red Rocks Amphitheatre,Morrison,CO,USA,3.901
december-28-1996-corestates-spectrum-philadelphia-pa-usa,1996-12-28,CoreStates Spectrum,Philadelphia,PA,USA,3.901
august-12-1996-deer-creek-music-center-noblesville-in-usa,1996-08-12,Deer Creek Music Center,Noblesville,IN,USA,3.885
october-19-1996-marine-midland-arena-buffalo-ny-usa,1996-10-19,Marine Midland Arena,Buffalo,NY,USA,3.872
october-18-1996-civic-arena-pittsburgh-pa-usa,1996-10-18,Civic Arena,Pittsburgh,PA,USA,3.866
november-06-1996-knoxville-civic-coliseum-knoxville-tn-usa,1996-11-06,Knoxville Civic Coliseum,Knoxville,TN,USA,3.857
december-01-1996-pauley-pavilion-university-of-california-los-angeles-los-angeles-ca-usa,1996-12-01,"Pauley Pavilion, University of California Los Angeles",Los Angeles,CA,USA,3.857
july-23-1996-markthalle-hamburg-germany,1996-07-23,Markthalle,Hamburg,,Germany,3.842
october-25-1996-hampton-coliseum-hampton-va-usa,1996-10-25,Hampton Coliseum,Hampton,VA,USA,3.786
april-26-1996-new-orleans-fairgrounds-new-orleans-la-usa,1996-04-26,New Orleans Fairgrounds,New Orleans,LA,USA,3.765
october-26-1996-charlotte-coliseum-charlotte-nc-usa,1996-10-26,Charlotte Coliseum,Charlotte,NC,USA,3.76
november-09-1996-the-palace-of-auburn-hills-auburn-hills-mi-usa,1996-11-09,The Palace of Auburn Hills,Auburn Hills,MI,USA,3.742
november-13-1996-target-center-minneapolis-mn-usa,1996-11-13,Target Center,Minneapolis,MN,USA,3.738
august-04-1996-red-rocks-amphitheatre-morrison-co-usa,1996-08-04,Red Rocks Amphitheatre,Morrison,CO,USA,3.729
november-29-1996-the-cow-palace-daly-city-ca-usa,1996-11-29,The Cow Palace,Daly City,CA,USA,3.714
december-04-1996-sports-arena-san-diego-ca-usa,1996-12-04,Sports Arena,San Diego,CA,USA,3.677
november-03-1996-oconnell-center-university-of-florida-gainesville-fl-usa,1996-11-03,"O'Connell Center, University of Florida",Gainesville,FL,USA,3.661
december-30-1996-fleetcenter-boston-ma-usa,1996-12-30,FleetCenter,Boston,MA,USA,3.652
november-11-1996-van-andel-arena-grand-rapids-mi-usa,1996-11-11,Van Andel Arena,Grand Rapids,MI,USA,3.647
june-06-1996-joyous-lake-woodstock-ny-usa,1996-06-06,Joyous Lake,Woodstock,NY,USA,3.627
october-21-1996-madison-square-garden-new-york-ny-usa,1996-10-21,Madison Square Garden,New York,NY,USA,3.598
august-02-1996-wolf-mountain-amphitheatre-park-city-ut-usa,1996-08-02,Wolf Mountain Amphitheatre,Park City,UT,USA,3.567
november-12-1996-target-center-minneapolis-mn-usa,1996-11-12,Target Center,Minneapolis,MN,USA,3.429
july-11-1996-shepherds-bush-empire-london-england,1996-07-11,Shepherd's Bush Empire,London,,England,3.4
december-02-1996-america-west-arena-phoenix-az-usa,1996-12-02,America West Arena,Phoenix,AZ,USA,3.309
july-21-1996-the-forum-nremberg-germany,1996-07-21,The Forum,Nüremberg,,Germany,3.281
october-27-1996-north-charleston-coliseum-north-charleston-sc-usa,1996-10-27,North Charleston Coliseum,North Charleston,SC,USA,3.275
october-17-1996-bryce-jordan-center-penn-state-university-state-college-pa-usa,1996-10-17,"Bryce Jordan Center, Penn State University",State College,PA,USA,3.263
july-15-1996-la-marna-sesto-calende-italy,1996-07-15,La Marna,Sesto Calende,,Italy,3.24
november-22-1996-spokane-arena-spokane-wa-usa,1996-11-22,Spokane Arena,Spokane,WA,USA,3.157
july-06-1996-piazza-del-duomo-pistoia-italy,1996-07-06,Piazza del Duomo,Pistoia,,Italy,3.154
july-10-1996-le-zenith-paris-france,1996-07-10,Le Zenith,Paris,,France,3.12
july-12-1996-melkweg-amsterdam-netherlands,1996-07-12,Melkweg,Amsterdam,,Netherlands,3.111
july-03-1996-stadio-briamasco-trento-italy,1996-07-03,Stadio Briamasco,Trento,,Italy,3.091
november-14-1996-hilton-coliseum-ames-ia-usa,1996-11-14,Hilton Coliseum,Ames,IA,USA,3.056
july-05-1996-stadio-olimpico-rome-italy,1996-07-05,Stadio Olimpico,Rome,,Italy,2.92
october-16-1996-olympic-center-lake-placid-ny-usa,1996-10-16,Olympic Center,Lake Placid,NY,USA,2.829
july-07-1996-parco-aquatica-milan-italy,1996-07-07,Parco Aquatica,Milan,,Italy,2.789
july-17-1996-theatre-antique-vienne-france,1996-07-17,Theatre Antique,Vienne,,France,2.636
july-09-1996-centre-international-deauville-france,1996-07-09,Centre International,Deauville,,France,2.619
july-25-1996-stadtpark-hamburg-germany,1996-07-25,Stadtpark,Hamburg,,Germany,2.611
july-22-1996-tanzbrunnen-cologne-germany,1996-07-22,Tanzbrunnen,Cologne,,Germany,2.55
july-19-1996-les-arnes-darles-arles-france,1996-07-19,Les Arènes d'Arles,Arles,,France,2.526
july-18-1996-theatre-de-verdure-nice-france,1996-07-18,Theatre de Verdure,Nice,,France,2.5
july-24-1996-the-music-hall-hanover-germany,1996-07-24,The Music Hall,Hanover,,Germany,2.35
july-13-1996-dour-festival-dour-belgium,1996-07-13,Dour Festival,Dour,,Belgium,2.174
