show_id,date,venue,city,state,country,rating
september-03-2016-dicks-sporting-goods-park-commerce-city-co-usa,2016-09-03,Dick's Sporting Goods Park,Commerce City,CO,USA,4.468
july-15-2016-gorge-amphitheatre-george-wa-usa,2016-07-15,Gorge Amphitheatre,George,WA,USA,4.45
october-29-2016-mgm-grand-garden-arena-las-vegas-nv-usa,2016-10-29,MGM Grand Garden Arena,Las Vegas,NV,USA,4.447
september-02-2016-dicks-sporting-goods-park-commerce-city-co-usa,2016-09-02,Dick's Sporting Goods Park,Commerce City,CO,USA,4.396
october-18-2016-ascend-amphitheater-nashville-tn-usa,2016-10-18,Ascend Amphitheater,Nashville,TN,USA,4.381
july-09-2016-xfinity-theatre-hartford-ct-usa,2016-07-09,Xfinity Theatre,Hartford,CT,USA,4.373
july-23-2016-sleep-train-amphitheatre-chula-vista-ca-usa,2016-07-23,Sleep Train Amphitheatre,Chula Vista,CA,USA,4.333
october-21-2016-verizon-wireless-amphitheatre-at-encore-park-alpharetta-ga-usa,2016-10-21,Verizon Wireless Amphitheatre at Encore Park,Alpharetta,GA,USA,4.301
october-19-2016-ascend-amphitheater-nashville-tn-usa,2016-10-19,Ascend Amphitheater,Nashville,TN,USA,4.291
december-28-2016-madison-square-garden-new-york-ny-usa,2016-12-28,Madison Square Garden,New York,NY,USA,4.25
june-25-2016-wrigley-field-chicago-il-usa,2016-06-25,Wrigley Field,Chicago,IL,USA,4.249
december-29-2016-madison-square-garden-new-york-ny-usa,2016-12-29,Madison Square Garden,New York,NY,USA,4.196
july-18-2016-bill-graham-civic-auditorium-san-francisco-ca-usa,2016-07-18,Bill Graham Civic Auditorium,San Francisco,CA,USA,4.168
july-01-2016-saratoga-performing-arts-center-saratoga-springs-ny-usa,2016-07-01,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,4.14
january-17-2016-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2016-01-17,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,4.098
august-26-2016-oak-ridge-farm-arrington-va-usa,2016-08-26,Oak Ridge Farm,Arrington,VA,USA,4.081
july-08-2016-xfinity-center-mansfield-ma-usa,2016-07-08,Xfinity Center,Mansfield,MA,USA,4.061
december-31-2016-madison-square-garden-new-york-ny-usa,2016-12-31,Madison Square Garden,New York,NY,USA,4.053
july-20-2016-bill-graham-civic-auditorium-san-francisco-ca-usa,2016-07-20,Bill Graham Civic Auditorium,San Francisco,CA,USA,4.046
june-28-2016-the-mann-center-for-the-performing-arts-philadelphia-pa-usa,2016-06-28,The Mann Center for the Performing Arts,Philadelphia,PA,USA,3.913
june-24-2016-wrigley-field-chicago-il-usa,2016-06-24,Wrigley Field,Chicago,IL,USA,3.891
october-14-2016-north-charleston-coliseum-north-charleston-sc-usa,2016-10-14,North Charleston Coliseum,North Charleston,SC,USA,3.695
august-28-2016-oak-ridge-farm-arrington-va-usa,2016-08-28,Oak Ridge Farm,Arrington,VA,USA,3.682
january-15-2016-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2016-01-15,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.681
october-16-2016-jacksonville-veterans-memorial-arena-jacksonville-fl-usa,2016-10-16,Jacksonville Veterans Memorial Arena,Jacksonville,FL,USA,3.659
july-10-2016-lakeview-amphitheater-syracuse-ny-usa,2016-07-10,Lakeview Amphitheater,Syracuse,NY,USA,3.589
july-16-2016-gorge-amphitheatre-george-wa-usa,2016-07-16,Gorge Amphitheatre,George,WA,USA,3.585
june-26-2016-klipsch-music-center-noblesville-in-usa,2016-06-26,Klipsch Music Center,Noblesville,IN,USA,3.579
october-24-2016-verizon-theatre-at-grand-prairie-grand-prairie-tx-usa,2016-10-24,Verizon Theatre at Grand Prairie,Grand Prairie,TX,USA,3.567
january-01-2016-madison-square-garden-new-york-ny-usa,2016-01-01,Madison Square Garden,New York,NY,USA,3.564
june-22-2016-xcel-energy-center-st-paul-mn-usa,2016-06-22,Xcel Energy Center,St. Paul,MN,USA,3.453
july-03-2016-saratoga-performing-arts-center-saratoga-springs-ny-usa,2016-07-03,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,3.418
january-16-2016-barcel-maya-beach-riviera-maya-quintana-roo-mexico,2016-01-16,Barceló Maya Beach,"Riviera Maya, Quintana Roo",,Mexico,3.412
june-29-2016-the-mann-center-for-the-performing-arts-philadelphia-pa-usa,2016-06-29,The Mann Center for the Performing Arts,Philadelphia,PA,USA,3.388
july-02-2016-saratoga-performing-arts-center-saratoga-springs-ny-usa,2016-07-02,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,3.348
october-15-2016-north-charleston-coliseum-north-charleston-sc-usa,2016-10-15,North Charleston Coliseum,North Charleston,SC,USA,3.3
july-06-2016-cross-insurance-arena-portland-me-usa,2016-07-06,Cross Insurance Arena,Portland,ME,USA,2.922
october-10-2016-nbc-studios-new-york-ny-usa,2016-10-10,NBC Studios,New York,NY,USA,2.84
july-22-2016-the-forum-inglewood-ca-usa,2016-07-22,The Forum,Inglewood,CA,USA,2.583
october-25-2016-verizon-theatre-at-grand-prairie-grand-prairie-tx-usa,2016-10-25,Verizon Theatre at Grand Prairie,Grand Prairie,TX,USA,2.249
