show_id,date,venue,city,state,country,rating
november-29-1998-worcester-centrum-centre-worcester-ma-usa,1998-11-29,Worcester Centrum Centre,Worcester,MA,USA,4.469
august-03-1998-deer-creek-music-center-noblesville-in-usa,1998-08-03,Deer Creek Music Center,Noblesville,IN,USA,4.469
july-02-1998-the-grey-hall-freetown-christiania-copenhagen-denmark,1998-07-02,The Grey Hall,Copenhagen,,Denmark,4.466
november-07-1998-uic-pavilion-university-of-illinois-chicago-il-usa,1998-11-07,"UIC Pavilion, University of Illinois",Chicago,IL,USA,4.436
november-09-1998-uic-pavilion-university-of-illinois-chicago-il-usa,1998-11-09,"UIC Pavilion, University of Illinois",Chicago,IL,USA,4.409
july-01-1998-the-grey-hall-freetown-christiania-copenhagen-denmark,1998-07-01,The Grey Hall,Copenhagen,,Denmark,4.4
august-14-1998-loring-commerce-centre-limestone-me-usa,1998-08-14,Loring Commerce Centre,Limestone,ME,USA,4.379
july-28-1998-sandstone-amphitheatre-bonner-springs-ks-usa,1998-07-28,Sandstone Amphitheatre,Bonner Springs,KS,USA,4.377
july-21-1998-desert-sky-pavilion-phoenix-az-usa,1998-07-21,Desert Sky Pavilion,Phoenix,AZ,USA,4.375
july-09-1998-zeleste-barcelona-spain,1998-07-09,Zeleste,Barcelona,,Spain,4.354
july-16-1998-gorge-amphitheatre-george-wa-usa,1998-07-16,Gorge Amphitheatre,George,WA,USA,4.33
november-21-1998-hampton-coliseum-hampton-va-usa,1998-11-21,Hampton Coliseum,Hampton,VA,USA,4.325
august-02-1998-deer-creek-music-center-noblesville-in-usa,1998-08-02,Deer Creek Music Center,Noblesville,IN,USA,4.292
october-29-1998-greek-theatre-los-angeles-ca-usa,1998-10-29,Greek Theatre,Los Angeles,CA,USA,4.204
july-19-1998-shoreline-amphitheatre-mountain-view-ca-usa,1998-07-19,Shoreline Amphitheatre,Mountain View,CA,USA,4.202
december-28-1998-madison-square-garden-new-york-ny-usa,1998-12-28,Madison Square Garden,New York,NY,USA,4.154
july-31-1998-polaris-amphitheater-columbus-oh-usa,1998-07-31,Polaris Amphitheater,Columbus,OH,USA,4.126
october-03-1998-new-world-music-theatre-tinley-park-il-usa,1998-10-03,New World Music Theatre,Tinley Park,IL,USA,4.125
