show_id,date,venue,city,state,country,rating
april-03-1998-nassau-coliseum-uniondale-ny-usa,1998-04-03,Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,4.645
april-04-1998-providence-civic-center-providence-ri-usa,1998-04-04,Providence Civic Center,Providence,RI,USA,4.636
april-02-1998-nassau-coliseum-uniondale-ny-usa,1998-04-02,Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,4.631
july-17-1998-gorge-amphitheatre-george-wa-usa,1998-07-17,Gorge Amphitheatre,George,WA,USA,4.629
november-02-1998-the-e-center-west-valley-city-ut-usa,1998-11-02,The “E” Center,West Valley City,UT,USA,4.627
august-12-1998-vernon-downs-vernon-ny-usa,1998-08-12,Vernon Downs,Vernon,NY,USA,4.622
november-27-1998-worcester-centrum-centre-worcester-ma-usa,1998-11-27,Worcester Centrum Centre,Worcester,MA,USA,4.612
december-31-1998-madison-square-garden-new-york-ny-usa,1998-12-31,Madison Square Garden,New York,NY,USA,4.61
august-15-1998-loring-commerce-centre-limestone-me-usa,1998-08-15,Loring Commerce Centre,Limestone,ME,USA,4.609
july-06-1998-lucerna-theatre-prague-czech-republic,1998-07-06,Lucerna Theatre,Prague,,Czech Republic,4.609
december-29-1998-madison-square-garden-new-york-ny-usa,1998-12-29,Madison Square Garden,New York,NY,USA,4.602
august-16-1998-loring-commerce-centre-limestone-me-usa,1998-08-16,Loring Commerce Centre,Limestone,ME,USA,4.597
april-05-1998-providence-civic-center-providence-ri-usa,1998-04-05,Providence Civic Center,Providence,RI,USA,4.596
august-01-1998-alpine-valley-music-theatre-east-troy-wi-usa,1998-08-01,Alpine Valley Music Theatre,East Troy,WI,USA,4.592
august-11-1998-star-lake-amphitheatre-burgettstown-pa-usa,1998-08-11,Star Lake Amphitheatre,Burgettstown,PA,USA,4.583
november-11-1998-van-andel-arena-grand-rapids-mi-usa,1998-11-11,Van Andel Arena,Grand Rapids,MI,USA,4.571
october-31-1998-thomas-mack-center-las-vegas-nv-usa,1998-10-31,Thomas & Mack Center,Las Vegas,NV,USA,4.551
july-20-1998-ventura-county-fairgrounds-ventura-ca-usa,1998-07-20,Ventura County Fairgrounds,Ventura,CA,USA,4.515
july-15-1998-portland-meadows-portland-or-usa,1998-07-15,Portland Meadows,Portland,OR,USA,4.515
august-09-1998-virginia-beach-amphitheater-virginia-beach-va-usa,1998-08-09,GTE Virginia Beach Amphitheater,Virginia Beach,VA,USA,4.506
july-29-1998-riverport-amphitheater-maryland-heights-mo-usa,1998-07-29,Riverport Amphitheater,Maryland Heights,MO,USA,4.498
