show_id,date,venue,city,state,country,rating
november-29-1997-worcester-centrum-centre-worcester-ma-usa,1997-11-29,Worcester Centrum Centre,Worcester,MA,USA,4.462
august-13-1997-star-lake-amphitheatre-burgettstown-pa-usa,1997-08-13,Star Lake Amphitheatre,Burgettstown,PA,USA,4.452
march-01-1997-markthalle-hamburg-germany,1997-03-01,Markthalle,Hamburg,,Germany,4.437
june-25-1997-laeronef-lille-france,1997-06-25,L’Aeronef,Lille,,France,4.436
july-10-1997-espace-julien-marseilles-france,1997-07-10,Espace Julien,Marseilles,,France,4.432
february-26-1997-longhorn-stuttgart-germany,1997-02-26,Longhorn,Stuttgart,,Germany,4.427
november-30-1997-worcester-centrum-centre-worcester-ma-usa,1997-11-30,Worcester Centrum Centre,Worcester,MA,USA,4.417
july-09-1997-le-transbordeur-lyonvilleurbanne-france,1997-07-09,Le Transbordeur,Lyon/Villeurbanne,,France,4.391
august-02-1997-gorge-amphitheatre-george-wa-usa,1997-08-02,Gorge Amphitheatre,George,WA,USA,4.341
december-12-1997-pepsi-arena-albany-ny-usa,1997-12-12,Pepsi Arena,Albany,NY,USA,4.319
december-31-1997-madison-square-garden-new-york-ny-usa,1997-12-31,Madison Square Garden,New York,NY,USA,4.314
august-14-1997-darien-lake-performing-arts-center-darien-center-ny-usa,1997-08-14,Darien Lake Performing Arts Center,Darien Center,NY,USA,4.312
july-25-1997-starplex-amphitheatre-dallas-tx-usa,1997-07-25,Starplex Amphitheatre,Dallas,TX,USA,4.305
july-29-1997-desert-sky-pavilion-phoenix-az-usa,1997-07-29,Desert Sky Pavilion,Phoenix,AZ,USA,4.304
february-21-1997-tenax-florence-italy,1997-02-21,Tenax,Florence,,Italy,4.293
november-13-1997-thomas-mack-center-las-vegas-nv-usa,1997-11-13,Thomas & Mack Center,Las Vegas,NV,USA,4.242
june-20-1997-divaldo-archa-prague-czech-republic,1997-06-20,Divadlo Archa,Prague,,Czech Republic,4.191
december-05-1997-csu-convocation-center-cleveland-oh-usa,1997-12-05,CSU Convocation Center,Cleveland,OH,USA,4.173
december-09-1997-bryce-jordan-center-penn-state-university-state-college-pa-usa,1997-12-09,"Bryce Jordan Center, Penn State University",State College,PA,USA,4.12
december-01-1997-corestates-center-philadelphia-pa-usa,1997-12-01,CoreStates Center,Philadelphia,PA,USA,4.111
november-16-1997-mcnichols-arena-denver-co-usa,1997-11-16,McNichols Arena,Denver,CO,USA,4.097
may-18-1997-corestates-center-philadelphia-pa-usa,1997-05-18,CoreStates Center,Philadelphia,PA,USA,4.077
august-03-1997-gorge-amphitheatre-george-wa-usa,1997-08-03,Gorge Amphitheatre,George,WA,USA,3.993
july-26-1997-south-park-meadows-austin-tx-usa,1997-07-26,South Park Meadows,Austin,TX,USA,3.977
february-23-1997-fillmore-cortemaggiore-italy,1997-02-23,Fillmore,Cortemaggiore,,Italy,3.957
december-28-1997-usair-arena-landover-md-usa,1997-12-28,USAir Arena,Landover,MD,USA,3.905
august-06-1997-riverport-amphitheater-maryland-heights-mo-usa,1997-08-06,Riverport Amphitheater,Maryland Heights,MO,USA,3.821
august-11-1997-deer-creek-music-center-noblesville-in-usa,1997-08-11,Deer Creek Music Center,Noblesville,IN,USA,3.82
