show_id,date,venue,city,state,country,rating
november-28-1990-clements-brew-pub-syracuse-ny-usa,1990-11-28,Clement's Brew Pub,Syracuse,NY,USA,4.4
november-02-1990-glenn-miller-ballroom-university-of-colorado-boulder-co-usa,1990-11-02,"Glenn Miller Ballroom, University of Colorado",Boulder,CO,USA,4.393
november-04-1990-fort-ram-fort-collins-co-usa,1990-11-04,Fort Ram,Fort Collins,CO,USA,4.324
september-22-1990-student-union-ballroom-university-of-massachusetts-amherst-ma-usa,1990-09-22,"Student Union Ballroom, University of Massachusetts",Amherst,MA,USA,4.267
october-31-1990-armstrong-hall-colorado-college-colorado-springs-co-usa,1990-10-31,"Armstrong Hall, Colorado College",Colorado Springs,CO,USA,4.218
march-02-1990-the-chance-poughkeepsie-ny-usa,1990-03-02,The Chance,Poughkeepsie,NY,USA,4.2
april-29-1990-woodbury-ski-racquet-club-woodbury-ct-usa,1990-04-29,Woodbury Ski & Racquet Club,Woodbury,CT,USA,4.184
june-16-1990-townshend-family-park-townshend-vt-usa,1990-06-16,Townshend Family Park,Townshend,VT,USA,4.182
december-28-1990-the-marquee-new-york-ny-usa,1990-12-28,The Marquee,New York,NY,USA,4.171
september-13-1990-the-wetlands-preserve-new-york-ny-usa,1990-09-13,The Wetlands Preserve,New York,NY,USA,4.114
january-28-1990-the-front-burlington-vt-usa,1990-01-28,The Front,Burlington,VT,USA,4.077
may-06-1990-toads-place-new-haven-ct-usa,1990-05-06,Toad's Place,New Haven,CT,USA,4.077
february-17-1990-student-union-ballroom-university-of-massachusetts-amherst-ma-usa,1990-02-17,"Student Union Ballroom, University of Massachusetts",Amherst,MA,USA,4.056
november-06-1990-the-cabooze-minneapolis-mn-usa,1990-11-06,The Cabooze,Minneapolis,MN,USA,4.0
december-29-1990-campus-club-providence-ri-usa,1990-12-29,Campus Club,Providence,RI,USA,4.0
march-28-1990-beta-theta-pi-frat-house-party-denison-university-granville-oh-usa,1990-03-28,"Beta Theta Pi Frat House Party, Denison University",Granville,OH,USA,4.0
september-15-1990-the-colonial-theatre-keene-nh-usa,1990-09-15,The Colonial Theatre,Keene,NH,USA,4.0
september-20-1990-somerville-theatre-somerville-ma-usa,1990-09-20,Somerville Theatre,Somerville,MA,USA,4.0
october-30-1990-el-dorado-caf-crested-butte-co-usa,1990-10-30,El Dorado Café,Crested Butte,CO,USA,4.0
november-03-1990-boulder-theater-boulder-co-usa,1990-11-03,Boulder Theater,Boulder,CO,USA,4.0
november-26-1990-the-haunt-ithaca-ny-usa,1990-11-26,The Haunt,Ithaca,NY,USA,3.947
april-22-1990-cutler-quad-colorado-college-colorado-springs-co-usa,1990-04-22,"Cutler Quad, Colorado College",Colorado Springs,CO,USA,3.936
october-19-1990-the-cotton-club-atlanta-ga-usa,1990-10-19,The Cotton Club,Atlanta,GA,USA,3.889
october-07-1990-club-bene-sayreville-nj-usa,1990-10-07,Club Bene,Sayreville,NJ,USA,3.885
february-25-1990-8x10-club-baltimore-md-usa,1990-02-25,8x10 Club,Baltimore,MD,USA,3.842
june-17-1990-wendell-recording-studio-wendell-ma-usa,1990-06-17,Wendell Recording Studio,Wendell,MA,USA,3.833
march-03-1990-the-wetlands-preserve-new-york-ny-usa,1990-03-03,The Wetlands Preserve,New York,NY,USA,3.826
