show_id,date,venue,city,state,country,rating
december-31-2023-madison-square-garden-new-york-ny-usa,2023-12-31,Madison Square Garden,New York,NY,USA,4.636
august-04-2023-madison-square-garden-new-york-ny-usa,2023-08-04,Madison Square Garden,New York,NY,USA,4.475
august-01-2023-madison-square-garden-new-york-ny-usa,2023-08-01,Madison Square Garden,New York,NY,USA,4.457
april-22-2023-hollywood-bowl-hollywood-ca-usa,2023-04-22,Hollywood Bowl,Hollywood,CA,USA,4.399
august-26-2023-broadview-stage-at-spac-saratoga-springs-ny-usa,2023-08-26,Broadview Stage at SPAC,Saratoga Springs,NY,USA,4.394
october-13-2023-united-center-chicago-il-usa,2023-10-13,United Center,Chicago,IL,USA,4.377
july-28-2023-madison-square-garden-new-york-ny-usa,2023-07-28,Madison Square Garden,New York,NY,USA,4.365
september-02-2023-dicks-sporting-goods-park-commerce-city-co-usa,2023-09-02,Dick's Sporting Goods Park,Commerce City,CO,USA,4.364
july-15-2023-ameris-bank-amphitheatre-alpharetta-ga-usa,2023-07-15,Ameris Bank Amphitheatre,Alpharetta,GA,USA,4.352
september-01-2023-dicks-sporting-goods-park-commerce-city-co-usa,2023-09-01,Dick's Sporting Goods Park,Commerce City,CO,USA,4.339
april-17-2023-william-randolph-hearst-greek-theatre-university-of-california-berkeley-berkeley-ca-usa,2023-04-17,"William Randolph Hearst Greek Theatre, University of California, Berkeley",Berkeley,CA,USA,4.332
august-05-2023-madison-square-garden-new-york-ny-usa,2023-08-05,Madison Square Garden,New York,NY,USA,4.327
july-23-2023-st-josephs-health-amphitheater-at-lakeview-syracuse-ny-usa,2023-07-23,St. Joseph's Health Amphitheater at Lakeview,Syracuse,NY,USA,4.321
august-02-2023-madison-square-garden-new-york-ny-usa,2023-08-02,Madison Square Garden,New York,NY,USA,4.298
december-29-2023-madison-square-garden-new-york-ny-usa,2023-12-29,Madison Square Garden,New York,NY,USA,4.298
july-16-2023-ameris-bank-amphitheatre-alpharetta-ga-usa,2023-07-16,Ameris Bank Amphitheatre,Alpharetta,GA,USA,4.238
august-25-2023-broadview-stage-at-spac-saratoga-springs-ny-usa,2023-08-25,Broadview Stage at SPAC,Saratoga Springs,NY,USA,4.236
july-14-2023-ameris-bank-amphitheatre-alpharetta-ga-usa,2023-07-14,Ameris Bank Amphitheatre,Alpharetta,GA,USA,4.213
october-11-2023-ervin-j-nutter-center-wright-state-university-dayton-oh-usa,2023-10-11,"Ervin J. Nutter Center, Wright State University",Dayton,OH,USA,4.21
april-23-2023-hollywood-bowl-hollywood-ca-usa,2023-04-23,Hollywood Bowl,Hollywood,CA,USA,4.204
july-26-2023-td-pavilion-at-the-mann-philadelphia-pa-usa,2023-07-26,TD Pavilion at the Mann,Philadelphia,PA,USA,4.185
july-30-2023-madison-square-garden-new-york-ny-usa,2023-07-30,Madison Square Garden,New York,NY,USA,4.141
july-29-2023-madison-square-garden-new-york-ny-usa,2023-07-29,Madison Square Garden,New York,NY,USA,4.116
october-07-2023-bridgestone-arena-nashville-tn-usa,2023-10-07,Bridgestone Arena,Nashville,TN,USA,4.083
december-28-2023-madison-square-garden-new-york-ny-usa,2023-12-28,Madison Square Garden,New York,NY,USA,4.03
october-14-2023-united-center-chicago-il-usa,2023-10-14,United Center,Chicago,IL,USA,4.028
october-10-2023-ervin-j-nutter-center-wright-state-university-dayton-oh-usa,2023-10-10,"Ervin J. Nutter Center, Wright State University",Dayton,OH,USA,4.027
october-15-2023-united-center-chicago-il-usa,2023-10-15,United Center,Chicago,IL,USA,4.006
july-22-2023-the-pavilion-at-star-lake-burgettstown-pa-usa,2023-07-22,The Pavilion at Star Lake,Burgettstown,PA,USA,3.998
february-24-2023-moon-palace-cancun-quintana-roo-mexico,2023-02-24,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.987
april-19-2023-william-randolph-hearst-greek-theatre-university-of-california-berkeley-berkeley-ca-usa,2023-04-19,"William Randolph Hearst Greek Theatre, University of California, Berkeley",Berkeley,CA,USA,3.911
july-21-2023-the-pavilion-at-star-lake-burgettstown-pa-usa,2023-07-21,The Pavilion at Star Lake,Burgettstown,PA,USA,3.896
august-31-2023-dicks-sporting-goods-park-commerce-city-co-usa,2023-08-31,Dick's Sporting Goods Park,Commerce City,CO,USA,3.833
october-08-2023-bridgestone-arena-nashville-tn-usa,2023-10-08,Bridgestone Arena,Nashville,TN,USA,3.821
july-25-2023-td-pavilion-at-the-mann-philadelphia-pa-usa,2023-07-25,TD Pavilion at the Mann,Philadelphia,PA,USA,3.813
april-15-2023-climate-pledge-arena-seattle-wa-usa,2023-04-15,Climate Pledge Arena,Seattle,WA,USA,3.806
december-30-2023-madison-square-garden-new-york-ny-usa,2023-12-30,Madison Square Garden,New York,NY,USA,3.738
april-21-2023-hollywood-bowl-hollywood-ca-usa-2,2023-04-21,Hollywood Bowl,Hollywood,CA,USA,3.731
july-11-2023-orion-amphitheater-huntsville-al-usa,2023-07-11,Orion Amphitheater,Huntsville,AL,USA,3.704
april-14-2023-climate-pledge-arena-seattle-wa-usa,2023-04-14,Climate Pledge Arena,Seattle,WA,USA,3.693
october-06-2023-bridgestone-arena-nashville-tn-usa,2023-10-06,Bridgestone Arena,Nashville,TN,USA,3.649
april-18-2023-william-randolph-hearst-greek-theatre-university-of-california-berkeley-berkeley-ca-usa,2023-04-18,"William Randolph Hearst Greek Theatre, University of California, Berkeley",Berkeley,CA,USA,3.648
july-12-2023-orion-amphitheater-huntsville-al-usa,2023-07-12,Orion Amphitheater,Huntsville,AL,USA,3.455
july-19-2023-live-oak-bank-pavilion-at-riverfront-park-wilmington-nc-usa,2023-07-19,Live Oak Bank Pavilion at Riverfront Park,Wilmington,NC,USA,3.305
february-26-2023-moon-palace-cancun-quintana-roo-mexico,2023-02-26,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.26
february-25-2023-moon-palace-cancun-quintana-roo-mexico,2023-02-25,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.255
february-23-2023-moon-palace-cancun-quintana-roo-mexico,2023-02-23,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.232
september-03-2023-dicks-sporting-goods-park-commerce-city-co-usa,2023-09-03,Dick's Sporting Goods Park,Commerce City,CO,USA,3.066
july-18-2023-live-oak-bank-pavilion-at-riverfront-park-wilmington-nc-usa,2023-07-18,Live Oak Bank Pavilion at Riverfront Park,Wilmington,NC,USA,2.723
