show_id,date,venue,city,state,country,rating
february-28-2003-nassau-coliseum-uniondale-ny-usa,2003-02-28,Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,4.634
august-02-2003-loring-commerce-centre-limestone-me-usa,2003-08-02,Loring Commerce Centre,Limestone,ME,USA,4.625
august-03-2003-loring-commerce-centre-limestone-me-usa,2003-08-03,Loring Commerce Centre,Limestone,ME,USA,4.612
july-29-2003-post-gazette-pavilion-at-star-lake-burgettstown-pa-usa,2003-07-29,Post-Gazette Pavilion at Star Lake,Burgettstown,PA,USA,4.541
february-26-2003-worcester-centrum-centre-worcester-ma-usa,2003-02-26,Worcester Centrum Centre,Worcester,MA,USA,4.521
february-20-2003-allstate-arena-rosemont-il-usa,2003-02-20,Allstate Arena,Rosemont,IL,USA,4.519
december-30-2003-american-airlines-arena-miami-fl-usa,2003-12-30,American Airlines Arena,Miami,FL,USA,4.495
july-15-2003-usana-amphitheatre-west-valley-city-ut-usa,2003-07-15,USANA Amphitheatre,West Valley City,UT,USA,4.489
july-30-2003-tweeter-center-at-the-waterfront-camden-nj-usa,2003-07-30,Tweeter Center at the Waterfront,Camden,NJ,USA,4.475
february-22-2003-us-bank-arena-cincinnati-oh-usa,2003-02-22,U.S. Bank Arena,Cincinnati,OH,USA,4.456
march-01-2003-greensboro-coliseum-greensboro-nc-usa,2003-03-01,Greensboro Coliseum,Greensboro,NC,USA,4.436
july-23-2003-verizon-wireless-music-center-noblesville-in-usa,2003-07-23,Verizon Wireless Music Center,Noblesville,IN,USA,4.425
july-25-2003-verizon-wireless-amphitheatre-charlotte-charlotte-nc-usa,2003-07-25,Verizon Wireless Amphitheatre - Charlotte,Charlotte,NC,USA,4.418
august-01-2003-loring-commerce-centre-limestone-me-usa,2003-08-01,Loring Commerce Centre,Limestone,ME,USA,4.384
july-22-2003-verizon-wireless-music-center-noblesville-in-usa,2003-07-22,Verizon Wireless Music Center,Noblesville,IN,USA,4.369
december-29-2003-american-airlines-arena-miami-fl-usa,2003-12-29,American Airlines Arena,Miami,FL,USA,4.32
february-16-2003-thomas-mack-center-las-vegas-nv-usa,2003-02-16,Thomas & Mack Center,Las Vegas,NV,USA,4.314
december-31-2003-american-airlines-arena-miami-fl-usa,2003-12-31,American Airlines Arena,Miami,FL,USA,4.267
july-31-2003-tweeter-center-at-the-waterfront-camden-nj-usa,2003-07-31,Tweeter Center at the Waterfront,Camden,NJ,USA,4.251
july-21-2003-verizon-wireless-music-center-noblesville-in-usa,2003-07-21,Verizon Wireless Music Center,Noblesville,IN,USA,4.211
july-19-2003-alpine-valley-music-theatre-east-troy-wi-usa,2003-07-19,Alpine Valley Music Theatre,East Troy,WI,USA,4.195
july-09-2003-shoreline-amphitheatre-mountain-view-ca-usa,2003-07-09,Shoreline Amphitheatre,Mountain View,CA,USA,4.144
december-28-2003-american-airlines-arena-miami-fl-usa,2003-12-28,American Airlines Arena,Miami,FL,USA,4.123
february-14-2003-great-western-forum-inglewood-ca-usa,2003-02-14,Great Western Forum,Inglewood,CA,USA,4.091
july-13-2003-gorge-amphitheatre-george-wa-usa,2003-07-13,Gorge Amphitheatre,George,WA,USA,4.054
february-15-2003-thomas-mack-center-las-vegas-nv-usa,2003-02-15,Thomas & Mack Center,Las Vegas,NV,USA,4.034
february-21-2003-us-bank-arena-cincinnati-oh-usa,2003-02-21,U.S. Bank Arena,Cincinnati,OH,USA,3.955
june-11-2003-continental-airlines-arena-east-rutherford-nj-usa,2003-06-11,Continental Airlines Arena,East Rutherford,NJ,USA,3.85
july-26-2003-hifi-buys-amphitheatre-atlanta-ga-usa,2003-07-26,HiFi Buys Amphitheatre,Atlanta,GA,USA,3.79
december-02-2003-fleetcenter-boston-ma-usa,2003-12-02,FleetCenter,Boston,MA,USA,3.788
december-01-2003-pepsi-arena-albany-ny-usa,2003-12-01,Pepsi Arena,Albany,NY,USA,3.748
july-06-2003-cricket-pavilion-phoenix-az-usa,2003-07-06,Cricket Pavilion,Phoenix,AZ,USA,3.722
january-04-2003-hampton-coliseum-hampton-va-usa,2003-01-04,Hampton Coliseum,Hampton,VA,USA,3.664
july-12-2003-gorge-amphitheatre-george-wa-usa,2003-07-12,Gorge Amphitheatre,George,WA,USA,3.642
february-25-2003-first-union-spectrum-philadelphia-pa-usa,2003-02-25,First Union Spectrum,Philadelphia,PA,USA,3.583
july-18-2003-alpine-valley-music-theatre-east-troy-wi-usa,2003-07-18,Alpine Valley Music Theatre,East Troy,WI,USA,3.575
january-03-2003-hampton-coliseum-hampton-va-usa,2003-01-03,Hampton Coliseum,Hampton,VA,USA,3.536
july-17-2003-verizon-wireless-amphitheater-kansas-city-bonner-springs-ks-usa,2003-07-17,Verizon Wireless Amphitheater Kansas City,Bonner Springs,KS,USA,3.51
january-02-2003-hampton-coliseum-hampton-va-usa,2003-01-02,Hampton Coliseum,Hampton,VA,USA,3.469
july-08-2003-coors-amphitheatre-chula-vista-ca-usa,2003-07-08,Coors Amphitheatre,Chula Vista,CA,USA,3.365
february-24-2003-continental-airlines-arena-east-rutherford-nj-usa,2003-02-24,Continental Airlines Arena,East Rutherford,NJ,USA,3.332
february-18-2003-pepsi-center-denver-co-usa,2003-02-18,Pepsi Center,Denver,CO,USA,3.273
november-28-2003-nassau-coliseum-uniondale-ny-usa,2003-11-28,Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,3.248
july-07-2003-cricket-pavilion-phoenix-az-usa,2003-07-07,Cricket Pavilion,Phoenix,AZ,USA,3.227
july-27-2003-alltel-pavilion-raleigh-nc-usa,2003-07-27,ALLTEL Pavilion,Raleigh,NC,USA,3.206
july-10-2003-shoreline-amphitheatre-mountain-view-ca-usa,2003-07-10,Shoreline Amphitheatre,Mountain View,CA,USA,2.983
november-29-2003-wachovia-spectrum-philadelphia-pa-usa,2003-11-29,Wachovia Spectrum,Philadelphia,PA,USA,2.722
