show_id,date,venue,city,state,country,rating
october-31-2014-mgm-grand-garden-arena-las-vegas-nv-usa,2014-10-31,MGM Grand Garden Arena,Las Vegas,NV,USA,4.596
july-13-2014-randalls-island-new-york-ny-usa,2014-07-13,Randall's Island,New York,NY,USA,4.578
july-27-2014-merriweather-post-pavilion-columbia-md-usa,2014-07-27,Merriweather Post Pavilion,Columbia,MD,USA,4.574
november-02-2014-mgm-grand-garden-arena-las-vegas-nv-usa,2014-11-02,MGM Grand Garden Arena,Las Vegas,NV,USA,4.478
july-20-2014-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2014-07-20,FirstMerit Bank Pavilion at Northerly Island,Chicago,IL,USA,4.431
october-28-2014-bill-graham-civic-auditorium-san-francisco-ca-usa,2014-10-28,Bill Graham Civic Auditorium,San Francisco,CA,USA,4.421
november-01-2014-mgm-grand-garden-arena-las-vegas-nv-usa,2014-11-01,MGM Grand Garden Arena,Las Vegas,NV,USA,4.392
august-31-2014-dicks-sporting-goods-park-commerce-city-co-usa,2014-08-31,Dick's Sporting Goods Park,Commerce City,CO,USA,4.328
august-29-2014-dicks-sporting-goods-park-commerce-city-co-usa,2014-08-29,Dick's Sporting Goods Park,Commerce City,CO,USA,4.305
july-04-2014-saratoga-performing-arts-center-saratoga-springs-ny-usa,2014-07-04,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,4.301
december-31-2014-american-airlines-arena-miami-fl-usa,2014-12-31,American Airlines Arena,Miami,FL,USA,4.276
august-03-2014-verizon-wireless-amphitheatre-at-encore-park-alpharetta-ga-usa,2014-08-03,Verizon Wireless Amphitheatre at Encore Park,Alpharetta,GA,USA,4.216
july-30-2014-ntelos-pavilion-portsmouth-va-usa,2014-07-30,nTelos Pavilion,Portsmouth,VA,USA,4.202
july-12-2014-randalls-island-new-york-ny-usa,2014-07-12,Randall's Island,New York,NY,USA,4.19
october-22-2014-santa-barbara-bowl-santa-barbara-ca-usa,2014-10-22,Santa Barbara Bowl,Santa Barbara,CA,USA,4.136
july-26-2014-merriweather-post-pavilion-columbia-md-usa,2014-07-26,Merriweather Post Pavilion,Columbia,MD,USA,4.118
july-11-2014-randalls-island-new-york-ny-usa,2014-07-11,Randall's Island,New York,NY,USA,4.106
august-30-2014-dicks-sporting-goods-park-commerce-city-co-usa,2014-08-30,Dick's Sporting Goods Park,Commerce City,CO,USA,4.098
july-01-2014-xfinity-center-mansfield-ma-usa,2014-07-01,Xfinity Center,Mansfield,MA,USA,4.056
july-05-2014-saratoga-performing-arts-center-saratoga-springs-ny-usa,2014-07-05,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,4.045
october-24-2014-the-forum-inglewood-ca-usa,2014-10-24,The Forum,Inglewood,CA,USA,3.996
october-17-2014-matthew-knight-arena-eugene-or-usa,2014-10-17,Matthew Knight Arena,Eugene,OR,USA,3.973
july-18-2014-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2014-07-18,FirstMerit Bank Pavilion at Northerly Island,Chicago,IL,USA,3.967
october-29-2014-bill-graham-civic-auditorium-san-francisco-ca-usa,2014-10-29,Bill Graham Civic Auditorium,San Francisco,CA,USA,3.933
october-27-2014-bill-graham-civic-auditorium-san-francisco-ca-usa,2014-10-27,Bill Graham Civic Auditorium,San Francisco,CA,USA,3.92
july-09-2014-the-mann-center-for-the-performing-arts-philadelphia-pa-usa,2014-07-09,The Mann Center for the Performing Arts,Philadelphia,PA,USA,3.887
august-01-2014-amphitheater-at-the-wharf-orange-beach-al-usa,2014-08-01,Amphitheater at the Wharf,Orange Beach,AL,USA,3.842
july-19-2014-firstmerit-bank-pavilion-at-northerly-island-chicago-il-usa,2014-07-19,FirstMerit Bank Pavilion at Northerly Island,Chicago,IL,USA,3.797
july-08-2014-the-mann-center-for-the-performing-arts-philadelphia-pa-usa,2014-07-08,The Mann Center for the Performing Arts,Philadelphia,PA,USA,3.646
july-15-2014-cmac-performing-arts-center-canandaigua-ny-usa,2014-07-15,CMAC Performing Arts Center,Canandaigua,NY,USA,3.627
june-24-2014-ed-sullivan-theater-new-york-ny-usa,2014-06-24,Ed Sullivan Theater,New York,NY,USA,3.589
july-03-2014-saratoga-performing-arts-center-saratoga-springs-ny-usa,2014-07-03,Saratoga Performing Arts Center,Saratoga Springs,NY,USA,3.589
august-02-2014-oak-mountain-amphitheatre-pelham-al-usa,2014-08-02,Oak Mountain Amphitheatre,Pelham,AL,USA,3.581
july-25-2014-pnc-music-pavilion-charlotte-nc-usa,2014-07-25,PNC Music Pavilion,Charlotte,NC,USA,3.537
july-29-2014-ntelos-pavilion-portsmouth-va-usa,2014-07-29,nTelos Pavilion,Portsmouth,VA,USA,3.507
july-14-2014-nbc-studios-new-york-ny-usa,2014-07-14,NBC Studios,New York,NY,USA,3.462
october-25-2014-sleep-train-amphitheatre-chula-vista-ca-usa,2014-10-25,Sleep Train Amphitheatre,Chula Vista,CA,USA,3.379
june-24-2014-ed-sullivan-theater-new-york-ny-usa-2,2014-06-24,Ed Sullivan Theater,New York,NY,USA,3.326
october-21-2014-santa-barbara-bowl-santa-barbara-ca-usa,2014-10-21,Santa Barbara Bowl,Santa Barbara,CA,USA,3.239
april-26-2014-new-orleans-fairgrounds-new-orleans-la-usa,2014-04-26,New Orleans Fairgrounds,New Orleans,LA,USA,3.2
october-18-2014-key-arena-seattle-wa-usa,2014-10-18,Key Arena,Seattle,WA,USA,3.165
july-16-2014-dte-energy-music-theater-clarkston-mi-usa,2014-07-16,DTE Energy Music Theatre,Clarkston,MI,USA,3.15
