show_id,date,venue,city,state,country,rating
july-27-2025-broadview-stage-at-spac-saratoga-springs-ny-usa,2025-07-27,Broadview Stage at SPAC,Saratoga Springs,NY,USA,4.644
july-26-2025-broadview-stage-at-spac-saratoga-springs-ny-usa,2025-07-26,Broadview Stage at SPAC,Saratoga Springs,NY,USA,4.555
september-17-2025-ameris-bank-amphitheatre-alpharetta-ga-usa,2025-09-17,Ameris Bank Amphitheatre,Alpharetta,GA,USA,4.547
july-15-2025-td-pavilion-at-the-mann-philadelphia-pa-usa,2025-07-15,TD Pavilion at the Mann,Philadelphia,PA,USA,4.502
july-04-2025-folsom-field-boulder-co-usa,2025-07-04,Folsom Field,Boulder,CO,USA,4.48
april-23-2025-bill-graham-civic-auditorium-san-francisco-ca-usa,2025-04-23,Bill Graham Civic Auditorium,San Francisco,CA,USA,4.466
september-19-2025-hampton-coliseum-hampton-va-usa,2025-09-19,Hampton Coliseum,Hampton,VA,USA,4.455
june-22-2025-snhu-arena-manchester-nh-usa,2025-06-22,SNHU Arena,Manchester,NH,USA,4.451
july-25-2025-broadview-stage-at-spac-saratoga-springs-ny-usa,2025-07-25,Broadview Stage at SPAC,Saratoga Springs,NY,USA,4.429
april-27-2025-hollywood-bowl-hollywood-ca-usa,2025-04-27,Hollywood Bowl,Hollywood,CA,USA,4.426
june-24-2025-petersen-events-center-pittsburgh-pa-usa,2025-06-24,Petersen Events Center,Pittsburgh,PA,USA,4.408
july-12-2025-north-charleston-coliseum-north-charleston-sc-usa,2025-07-12,North Charleston Coliseum,North Charleston,SC,USA,4.388
september-13-2025-coca-cola-amphitheater-birmingham-al-usa,2025-09-13,Coca-Cola Amphitheater,Birmingham,AL,USA,4.355
july-13-2025-north-charleston-coliseum-north-charleston-sc-usa,2025-07-13,North Charleston Coliseum,North Charleston,SC,USA,4.354
december-28-2025-madison-square-garden-new-york-ny-usa,2025-12-28,Madison Square Garden,New York,NY,USA,4.354
february-01-2025-moon-palace-cancun-quintana-roo-mexico,2025-02-01,Moon Palace,"Cancun, Quintana Roo",,Mexico,4.342
july-11-2025-north-charleston-coliseum-north-charleston-sc-usa,2025-07-11,North Charleston Coliseum,North Charleston,SC,USA,4.316
september-21-2025-hampton-coliseum-hampton-va-usa,2025-09-21,Hampton Coliseum,Hampton,VA,USA,4.301
june-27-2025-moody-center-austin-tx-usa,2025-06-27,Moody Center,Austin,TX,USA,4.284
april-22-2025-bill-graham-civic-auditorium-san-francisco-ca-usa,2025-04-22,Bill Graham Civic Auditorium,San Francisco,CA,USA,4.277
april-20-2025-moda-center-portland-or-usa,2025-04-20,Moda Center,Portland,OR,USA,4.253
july-03-2025-folsom-field-boulder-co-usa,2025-07-03,Folsom Field,Boulder,CO,USA,4.223
september-20-2025-hampton-coliseum-hampton-va-usa,2025-09-20,Hampton Coliseum,Hampton,VA,USA,4.217
april-18-2025-climate-pledge-arena-seattle-wa-usa,2025-04-18,Climate Pledge Arena,Seattle,WA,USA,4.185
july-05-2025-folsom-field-boulder-co-usa,2025-07-05,Folsom Field,Boulder,CO,USA,4.18
july-20-2025-united-center-chicago-il-usa,2025-07-20,United Center,Chicago,IL,USA,4.167
june-21-2025-snhu-arena-manchester-nh-usa,2025-06-21,SNHU Arena,Manchester,NH,USA,4.146
july-18-2025-united-center-chicago-il-usa,2025-07-18,United Center,Chicago,IL,USA,4.109
july-23-2025-forest-hills-stadium-forest-hills-ny-usa,2025-07-23,Forest Hills Stadium,Forest Hills,NY,USA,4.085
april-19-2025-climate-pledge-arena-seattle-wa-usa,2025-04-19,Climate Pledge Arena,Seattle,WA,USA,4.081
june-28-2025-moody-center-austin-tx-usa,2025-06-28,Moody Center,Austin,TX,USA,4.026
july-19-2025-united-center-chicago-il-usa,2025-07-19,United Center,Chicago,IL,USA,4.01
january-29-2025-moon-palace-cancun-quintana-roo-mexico,2025-01-29,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.987
january-31-2025-moon-palace-cancun-quintana-roo-mexico,2025-01-31,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.965
june-20-2025-snhu-arena-manchester-nh-usa,2025-06-20,SNHU Arena,Manchester,NH,USA,3.939
april-26-2025-hollywood-bowl-hollywood-ca-usa,2025-04-26,Hollywood Bowl,Hollywood,CA,USA,3.917
september-14-2025-coca-cola-amphitheater-birmingham-al-usa,2025-09-14,Coca-Cola Amphitheater,Birmingham,AL,USA,3.85
july-09-2025-jerome-schottenstein-center-columbus-oh-usa,2025-07-09,Jerome Schottenstein Center,Columbus,OH,USA,3.846
april-25-2025-hollywood-bowl-hollywood-ca-usa,2025-04-25,Hollywood Bowl,Hollywood,CA,USA,3.812
july-22-2025-forest-hills-stadium-forest-hills-ny-usa,2025-07-22,Forest Hills Stadium,Forest Hills,NY,USA,3.787
july-16-2025-td-pavilion-at-the-mann-philadelphia-pa-usa,2025-07-16,TD Pavilion at the Mann,Philadelphia,PA,USA,3.782
january-28-2025-moon-palace-cancun-quintana-roo-mexico,2025-01-28,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.742
september-12-2025-highland-festival-grounds-at-kentucky-expo-center-louisville-ky-usa,2025-09-12,Highland Festival Grounds at Kentucky Expo Center,Louisville,KY,USA,3.741
september-16-2025-ameris-bank-amphitheatre-alpharetta-ga-usa,2025-09-16,Ameris Bank Amphitheatre,Alpharetta,GA,USA,3.741
january-30-2025-moon-palace-cancun-quintana-roo-mexico,2025-01-30,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.65
