show_id,date,venue,city,state,country,rating
december-30-2022-madison-square-garden-new-york-ny-usa,2022-12-30,Madison Square Garden,New York,NY,USA,4.528
april-22-2022-madison-square-garden-new-york-ny-usa,2022-04-22,Madison Square Garden,New York,NY,USA,4.528
april-21-2022-madison-square-garden-new-york-ny-usa,2022-04-21,Madison Square Garden,New York,NY,USA,4.488
december-31-2022-madison-square-garden-new-york-ny-usa,2022-12-31,Madison Square Garden,New York,NY,USA,4.485
december-29-2022-madison-square-garden-new-york-ny-usa,2022-12-29,Madison Square Garden,New York,NY,USA,4.465
april-23-2022-madison-square-garden-new-york-ny-usa,2022-04-23,Madison Square Garden,New York,NY,USA,4.371
july-23-2022-bethel-woods-center-for-the-arts-bethel-ny-usa,2022-07-23,Bethel Woods Center for the Arts,Bethel,NY,USA,4.369
august-05-2022-atlantic-city-beach-atlantic-city-nj-usa,2022-08-05,Atlantic City Beach,Atlantic City,NJ,USA,4.358
august-02-2022-blossom-music-center-cuyahoga-falls-oh-usa,2022-08-02,Blossom Music Center,Cuyahoga Falls,OH,USA,4.327
september-03-2022-dicks-sporting-goods-park-commerce-city-co-usa,2022-09-03,Dick's Sporting Goods Park,Commerce City,CO,USA,4.294
september-02-2022-dicks-sporting-goods-park-commerce-city-co-usa,2022-09-02,Dick's Sporting Goods Park,Commerce City,CO,USA,4.246
july-16-2022-maine-savings-amphitheater-bangor-me-usa,2022-07-16,Maine Savings Amphitheater,Bangor,ME,USA,4.231
july-19-2022-td-pavilion-at-the-mann-philadelphia-pa-usa,2022-07-19,TD Pavilion at the Mann,Philadelphia,PA,USA,4.146
june-04-2022-ruoff-music-center-noblesville-in-usa,2022-06-04,Ruoff Music Center,Noblesville,IN,USA,4.116
september-04-2022-dicks-sporting-goods-park-commerce-city-co-usa,2022-09-04,Dick's Sporting Goods Park,Commerce City,CO,USA,4.05
february-25-2022-moon-palace-cancun-quintana-roo-mexico,2022-02-25,Moon Palace,"Cancun, Quintana Roo",,Mexico,4.04
august-07-2022-atlantic-city-beach-atlantic-city-nj-usa,2022-08-07,Atlantic City Beach,Atlantic City,NJ,USA,4.028
february-26-2022-moon-palace-cancun-quintana-roo-mexico,2022-02-26,Moon Palace,"Cancun, Quintana Roo",,Mexico,4.003
july-30-2022-merriweather-post-pavilion-columbia-md-usa,2022-07-30,Merriweather Post Pavilion,Columbia,MD,USA,3.996
july-29-2022-coastal-credit-union-music-park-at-walnut-creek-raleigh-nc-usa,2022-07-29,Coastal Credit Union Music Park at Walnut Creek,Raleigh,NC,USA,3.986
july-24-2022-xfinity-theatre-hartford-ct-usa,2022-07-24,Xfinity Theatre,Hartford,CT,USA,3.984
august-13-2022-alpine-valley-music-theatre-east-troy-wi-usa,2022-08-13,Alpine Valley Music Theatre,East Troy,WI,USA,3.95
august-06-2022-atlantic-city-beach-atlantic-city-nj-usa,2022-08-06,Atlantic City Beach,Atlantic City,NJ,USA,3.932
august-10-2022-budweiser-stage-toronto-ontario-canada,2022-08-10,Budweiser Stage,"Toronto, Ontario",,Canada,3.92
july-27-2022-northwell-health-at-jones-beach-theater-wantagh-ny-usa,2022-07-27,Northwell Health at Jones Beach Theater,Wantagh,NY,USA,3.905
july-22-2022-bethel-woods-center-for-the-arts-bethel-ny-usa,2022-07-22,Bethel Woods Center for the Arts,Bethel,NY,USA,3.879
june-05-2022-ruoff-music-center-noblesville-in-usa,2022-06-05,Ruoff Music Center,Noblesville,IN,USA,3.87
may-28-2022-the-wharf-amphitheater-orange-beach-al-usa,2022-05-28,The Wharf Amphitheater,Orange Beach,AL,USA,3.861
july-26-2022-northwell-health-at-jones-beach-theater-wantagh-ny-usa,2022-07-26,Northwell Health at Jones Beach Theater,Wantagh,NY,USA,3.848
july-31-2022-merriweather-post-pavilion-columbia-md-usa,2022-07-31,Merriweather Post Pavilion,Columbia,MD,USA,3.844
june-03-2022-ruoff-music-center-noblesville-in-usa,2022-06-03,Ruoff Music Center,Noblesville,IN,USA,3.812
september-01-2022-dicks-sporting-goods-park-commerce-city-co-usa,2022-09-01,Dick's Sporting Goods Park,Commerce City,CO,USA,3.777
december-28-2022-madison-square-garden-new-york-ny-usa,2022-12-28,Madison Square Garden,New York,NY,USA,3.777
august-03-2022-pine-knob-music-theatre-clarkston-mi-usa,2022-08-03,Pine Knob Music Theatre,Clarkston,MI,USA,3.773
july-20-2022-td-pavilion-at-the-mann-philadelphia-pa-usa,2022-07-20,TD Pavilion at the Mann,Philadelphia,PA,USA,3.739
august-12-2022-alpine-valley-music-theatre-east-troy-wi-usa,2022-08-12,Alpine Valley Music Theatre,East Troy,WI,USA,3.723
june-01-2022-credit-one-stadium-charleston-sc-usa,2022-06-01,Credit One Stadium,Charleston,SC,USA,3.717
july-15-2022-xfinity-center-mansfield-ma-usa,2022-07-15,Xfinity Center,Mansfield,MA,USA,3.712
may-29-2022-the-wharf-amphitheater-orange-beach-al-usa,2022-05-29,The Wharf Amphitheater,Orange Beach,AL,USA,3.685
