show_id,date,venue,city,state,country,rating
october-15-1986-hunts-burlington-vt-usa,1986-10-15,Hunt's,Burlington,VT,USA,4.306
may-17-1986-goddard-college-plainfield-vt-usa,1986-05-17,Goddard College,Plainfield,VT,USA,4.0
december-06-1986-the-ranch-shelburne-vt-usa,1986-12-06,The Ranch,Shelburne,VT,USA,3.786
october-31-1986-sculpture-room-goddard-college-plainfield-vt-usa,1986-10-31,"Sculpture Room, Goddard College",Plainfield,VT,USA,3.725
april-01-1986-hunts-burlington-vt-usa,1986-04-01,Hunt's,Burlington,VT,USA,3.581
april-15-1986-university-of-vermont-burlington-vt-usa,1986-04-15,University of Vermont,Burlington,VT,USA,3.25
may-24-1986-hunts-burlington-vt-usa,1986-05-24,Hunt's,Burlington,VT,USA,3.25
april-25-1986-university-of-vermont-burlington-vt-usa,1986-04-25,University of Vermont,Burlington,VT,USA,2.958
october-12-1986-haybarn-theater-goddard-college-plainfield-vt-usa,1986-10-12,"Haybarn Theater, Goddard College",Plainfield,VT,USA,2.941
february-03-1986-hunts-burlington-vt-usa,1986-02-03,Hunt's,Burlington,VT,USA,2.441
