show_id,date,venue,city,state,country,rating
august-21-1987-ian-mcleans-farm-hebron-ny-usa,1987-08-21,Ian McLean's Farm,Hebron,NY,USA,4.439
august-29-1987-the-ranch-south-burlington-vt-usa,1987-08-29,The Ranch,South Burlington,VT,USA,4.294
january-21-1987-hunts-burlington-vt-usa,1987-01-21,Hunt's,Burlington,VT,USA,4.25
april-29-1987-nectars-burlington-vt-usa,1987-04-29,Nectar's,Burlington,VT,USA,4.147
november-19-1987-hunts-burlington-vt-usa,1987-11-19,Hunt's,Burlington,VT,USA,4.083
october-31-1987-sculpture-room-goddard-college-plainfield-vt-usa,1987-10-31,"Sculpture Room, Goddard College",Plainfield,VT,USA,3.933
may-20-1987-the-ranch-south-burlington-vt-usa,1987-05-20,The Ranch,South Burlington,VT,USA,3.857
august-10-1987-nectars-burlington-vt-usa,1987-08-10,Nectar's,Burlington,VT,USA,3.652
september-21-1987-nectars-burlington-vt-usa,1987-09-21,Nectar's,Burlington,VT,USA,3.55
march-06-1987-goddard-college-plainfield-vt-usa,1987-03-06,Goddard College,Plainfield,VT,USA,3.5
august-09-1987-nectars-burlington-vt-usa,1987-08-09,Nectar's,Burlington,VT,USA,3.389
march-23-1987-nectars-burlington-vt-usa,1987-03-23,Nectar's,Burlington,VT,USA,3.333
april-24-1987-billings-lounge-university-of-vermont-burlington-vt-usa,1987-04-24,"Billings Lounge, University of Vermont",Burlington,VT,USA,3.29
may-11-1987-nectars-burlington-vt-usa,1987-05-11,Nectar's,Burlington,VT,USA,3.273
february-21-1987-slade-hall-university-of-vermont-burlington-vt-usa,1987-02-21,"Slade Hall, University of Vermont",Burlington,VT,USA,3.154
february-13-1987-johnson-state-college-johnson-vt-usa,1987-02-13,Johnson State College,Johnson,VT,USA,2.842
november-18-1987-hunts-burlington-vt-usa,1987-11-18,Hunt's,Burlington,VT,USA,2.8
september-02-1987-hunts-burlington-vt-usa,1987-09-02,Hunt's,Burlington,VT,USA,2.762
october-14-1987-hunts-burlington-vt-usa,1987-10-14,Hunt's,Burlington,VT,USA,2.611
